SC_9009-Tumor,,,,,,,,,,,,
CRPC,,,,,,,,,,,,
?,,,,,,,,,,,,
,ALX1,1,,,,,,,,,,
,ANKRD42,1,,,,,,,,,,
,BSN,1,,,,,,,,,,
,C8ORF44,1,,,,,,,,,,
,CACNA1H,1,,,,,,,,,,
,CDK20,1,,,,,,,,,,
,CENPE,1,,,,,,,,,,
,COL6A6,1,,,,,,,,,,
,CSNK2A1,1,,,,,,,,,,
,DMRT2,1,,,,,,,,,,
,DOCK7,1,,,,,,,,,,
,DVL2,1,,,,,,,,,,
,ELTD1,1,,,,,,,,,,
,ERC1,1,,,,,,,,,,
,FAT2,1,,,,,,,,,,
,FIBCD1,1,,,,,,,,,,
,GABRB2,1,,,,,,,,,,
,GABRG1,1,,,,,,,,,,
,GNAT1,1,,,,,,,,,,
,GPATCH8,1,,,,,,,,,,
,IKBKB,1,,,,,,,,,,
,KCNJ3,1,,,,,,,,,,
,KIAA0754,1,,,,,,,,,,
,MED14,1,,,,,,,,,,
,MON2,1,,,,,,,,,,
,MRGPRF,1,,,,,,,,,,
,MUC4,1,,,,,,,,,,
,NCCRP1,1,,,,,,,,,,
,NEU2,1,,,,,,,,,,
,NHS,1,,,,,,,,,,
,OPN3,1,,,,,,,,,,
,PARP6,1,,,,,,,,,,
,POU4F2,1,,,,,,,,,,
,PPIL2,1,,,,,,,,,,
,R3HDM2,1,,,,,,,,,,
,RAPGEF1,1,,,,,,,,,,
,RUNX2,1,,,,,,,,,,
,RYR3,1,,,,,,,,,,
,SCGB1D2,1,,,,,,,,,,
,SH2D7,1,,,,,,,,,,
,SLCO6A1,1,,,,,,,,,,
,SOAT1,1,,,,,,,,,,
,SRCIN1,1,,,,,,,,,,
,STRADB,1,,,,,,,,,,
,SYNE2,1,,,,,,,,,,
,TMF1,1,,,,,,,,,,
,TRIM47,1,,,,,,,,,,
,TRIP11,1,,,,,,,,,,
,TTN,1,,,,,,,,,,
,UNC93B1,1,,,,,,,,,,
,WDR43,1,,,,,,,,,,
,ZNF426,1,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
