MO_1095-Tumor,,,,,,,,,,,,
CRPC,,,,,,,,,,,,
soft tissue,,,,,,,,,,,,
,ADAR,1,,,,,,,,,,
,APC,1,,,,,,,,,,
,BRINP3,1,,,,,,,,,,
,C11ORF63,1,,,,,,,,,,
,C9ORF40,1,,,,,,,,,,
,CACHD1,1,,,,,,,,,,
,CACNA1H,1,,,,,,,,,,
,CDH9,1,,,,,,,,,,
,CHD1,1,,,,,,,,,,
,CNGA3,1,,,,,,,,,,
,COL20A1,1,,,,,,,,,,
,CPD,1,,,,,,,,,,
,CSNK2A1,1,,,,,,,,,,
,CSPG4,1,,,,,,,,,,
,CSPP1,1,,,,,,,,,,
,CYP11B1,1,,,,,,,,,,
,DNMT3A,1,,,,,,,,,,
,ETFDH,1,,,,,,,,,,
,ETV1,1,,,,,,,,,,
,F12,1,,,,,,,,,,
,FMN2,1,,,,,,,,,,
,GREB1,1,,,,,,,,,,
,ITGAV,1,,,,,,,,,,
,KBTBD8,1,,,,,,,,,,
,MMP28,1,,,,,,,,,,
,MYH14,1,,,,,,,,,,
,MYO3A,1,,,,,,,,,,
,NFATC3,1,,,,,,,,,,
,NFKBIZ,2,,,,,,,,,,
,OR10J1,1,,,,,,,,,,
,OR14C36,1,,,,,,,,,,
,PAPPA,1,,,,,,,,,,
,PCDHB4,1,,,,,,,,,,
,PCDHB6,1,,,,,,,,,,
,PCDHGA10,1,,,,,,,,,,
,PIK3CA,1,,,,,,,,,,
,PLEC,1,,,,,,,,,,
,PRKCDBP,1,,,,,,,,,,
,RPS6KA4,1,,,,,,,,,,
,SATB1,1,,,,,,,,,,
,SERPINA6,1,,,,,,,,,,
,SGSM1,1,,,,,,,,,,
,SLC13A4,1,,,,,,,,,,
,SLC22A16,1,,,,,,,,,,
,SLC5A8,1,,,,,,,,,,
,SNX13,1,,,,,,,,,,
,STK19,1,,,,,,,,,,
,SYCE2,1,,,,,,,,,,
,TDRD6,1,,,,,,,,,,
,TIE1,1,,,,,,,,,,
,TP53,1,,,,,,,,,,
,VWF,1,,,,,,,,,,
,YDJC,1,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
