MO_1219-Tumor,,,,,,,
CRPC,,,,,,,
?,,,,,,,
,ADAM19,1,,,,,
,ALG13,1,,,,,
,ALPPL2,1,,,,,
,ANXA3,1,,,,,
,ARRB2,1,,,,,
,ATP13A4,1,,,,,
,BACE2,1,,,,,
,CILP,1,,,,,
,FAT2,1,,,,,
,FSIP1,1,,,,,
,HGS,1,,,,,
,HS3ST3A1,1,,,,,
,ITGA9,1,,,,,
,KDM5D,1,,,,,
,LRRC43,1,,,,,
,MYH2,1,,,,,
,NAV3,1,,,,,
,NRG1,1,,,,,
,OVCH2,1,,,,,
,PLXNA4,1,,,,,
,PLXND1,1,,,,,
,POLR1B,1,,,,,
,RSRC2,1,,,,,
,RYR3,1,,,,,
,SETDB1,1,,,,,
,SLC14A1,1,,,,,
,SPATA18,1,,,,,
,TMEM132B,1,,,,,
,TNKS1BP1,1,,,,,
,ZHX1,1,,,,,
,ZNF462,1,,,,,
,ZNF528,1,,,,,
,ZNF577,1,,,,,
,ZSWIM4,1,,,,,
