MO_1124-Tumor,,,,,,
CRPC,,,,,,
bladder,,,,,,
,ADK,1,,,,
,AP3M1,1,,,,
,ARL11,1,,,,
,ASPHD2,1,,,,
,ATAD1,1,,,,
,ATP7B,1,,,,
,C10ORF55,1,,,,
,CAB39L,1,,,,
,CCDC70,1,,,,
,CDADC1,1,,,,
,CFL1P1,1,,,,
,CRYBA4,1,,,,
,CRYBB1,1,,,,
,CTAGE10P,1,,,,
,CYP26A1,1,,,,
,CYP26C1,1,,,,
,CYSLTR2,1,,,,
,DHRS12,1,,,,
,DLEU1,1,,,,
,DLEU2,1,,,,
,DLEU7,1,,,,
,DUPD1,1,,,,
,DUSP13,1,,,,
,EBPL,1,,,,
,ETNK2,1,,,,
,EXOC6,1,,,,
,FAM124A,1,,,,
,FNDC3A,1,,,,
,GATSL2,1,,,,
,GOLT1A,1,,,,
,GTF2IRD2,1,,,,
,GUCY1B2,1,,,,
,HPS4,1,,,,
,INTS6,1,,,,
,ITM2B,1,,,,
,KAT6B,1,,,,
,KCNRG,1,,,,
,KISS1,1,,,,
,KLLN,1,,,,
,KPNA3,1,,,,
,LINC00282,1,,,,
,LINC00303,1,,,,
,LPAR6,1,,,,
,MDM4,1,,,,
,MIAT,1,,,,
,MIR-3199-1/3199,1,,,,
,MIR-3199-2/3199,1,,,,
,MIR15A,1,,,,
,MIR16-1,1,,,,
,MIR3199-1,1,,,,
,MIR3199-2,1,,,,
,MIR3613,1,,,,
,MIR4703,1,,,,
,MIR548J,1,,,,
,MLNR,1,,,,
,MN1,1,,,,
,NCF1,1,,,,
,PHF11,1,,,,
,PIK3C2B,1,,,,
,PITPNB,1,,,,
,PLAU,1,,,,
,PLEKHA6,1,,,,
,PMS2P5,1,,,,
,PPP1R15B,1,,,,
,PTEN,1,,,,
,RB1,1,,,,
,RCBTB1,1,,,,
,RCBTB2,1,,,,
,REN,1,,,,
,RNASEH2B,1,,,,
,SAMD8,1,,,,
,SERPINE3,1,,,,
,SETDB2,1,,,,
,SEZ6L,1,,,,
,SNRPE,1,,,,
,SOX13,1,,,,
,SPRYD7,1,,,,
,SRRD,1,,,,
,ST13P4,1,,,,
,STAG3L2,1,,,,
,TFIP11,1,,,,
,TPST2,1,,,,
,TRIM13,1,,,,
,TTC28,1,,,,
,TTC28-AS1,1,,,,
,VCL,1,,,,
,VDAC2,1,,,,
,WBSCR16,1,,,,
,WDFY2,1,,,,
,ZC3H11A,1,,,,
