MO_1008-Tumor Bone,,,,,,,
CRPC,,,,,,,
bone,,,,,,,
,ADAM15,1,,,,,
,ADAR,1,,,,,
,ADCK5,1,,,,,
,ADCY8,1,,,,,
,ADCY9,1,,,,,
,AGO2,1,,,,,
,ANXA13,1,,,,,
,AQP10,1,,,,,
,ARC,1,,,,,
,ARFGEF1,1,,,,,
,ARHGAP39,1,,,,,
,ARHGEF28,1,,,,,
,ASAP1,1,,,,,
,ASAP1-IT1,1,,,,,
,ASH1L,1,,,,,
,ATP8B2,1,,,,,
,BAI1,1,,,,,
,BIRC8,1,,,,,
,BOP1,1,,,,,
,BREA2,1,,,,,
,C16ORF90,1,,,,,
,C16ORF96,1,,,,,
,C1ORF189,1,,,,,
,C1ORF43,1,,,,,
,C1ORF68,1,,,,,
,C8ORF31,1,,,,,
,C8ORF33,1,,,,,
,C8ORF34,1,,,,,
,C8ORF44-SGK3,1,,,,,
,C8ORF82,1,,,,,
,CACNA1E,1,,,,,
,CCDC166,1,,,,,
,CCDC59,1,,,,,
,CCDC64B,1,,,,,
,CDIP1,1,,,,,
,CECR2,1,,,,,
,CHRAC1,1,,,,,
,CHRNB2,1,,,,,
,CHTOP,1,,,,,
,CKS1B,1,,,,,
,CLDN6,1,,,,,
,CLDN9,1,,,,,
,CLK2,1,,,,,
,CLUAP1,1,,,,,
,COL21A1,1,,,,,
,COL22A1,1,,,,,
,COMMD5,1,,,,,
,COPS5,1,,,,,
,CORO7,1,,,,,
,CORO7-PAM16,1,,,,,
,CPA6,1,,,,,
,CPSF1,1,,,,,
,CRCT1,1,,,,,
,CREB3L4,1,,,,,
,CREBBP,1,,,,,
,CRNN,1,,,,,
,CRTC2,1,,,,,
,CSPP1,1,,,,,
,CYC1,1,,,,,
,CYHR1,1,,,,,
,CYP11B1,1,,,,,
,CYP11B2,1,,,,,
,DCST1,1,,,,,
,DCST2,1,,,,,
,DENND3,1,,,,,
,DENND4B,1,,,,,
,DGAT1,1,,,,,
,DNAJA3,1,,,,,
,DNASE1,1,,,,,
,DPM3,1,,,,,
,DUX4L4,1,,,,,
,EEF1D,1,,,,,
,EFNA1,1,,,,,
,EFNA3,1,,,,,
,EFNA4,1,,,,,
,EFR3A,1,,,,,
,EPPK1,1,,,,,
,ERVV-1,1,,,,,
,ERVV-2,1,,,,,
,EXOSC4,1,,,,,
,EYA1,1,,,,,
,FAM135B,1,,,,,
,FAM160B2,1,,,,,
,FAM189B,1,,,,,
,FAM197Y2,1,,,,,
,FAM197Y5,1,,,,,
,FAM203A,1,,,,,
,FAM49B,1,,,,,
,FAM83H,1,,,,,
,FAM84B,1,,,,,
,FAM91A1,1,,,,,
,FBXL6,1,,,,,
,FDPS,1,,,,,
,FER1L6,1,,,,,
,FER1L6-AS1,1,,,,,
,FLAD1,1,,,,,
,FLG,1,,,,,
,FLG2,1,,,,,
,FLJ41941,1,,,,,
,FLYWCH1,1,,,,,
,FLYWCH2,1,,,,,
,FOXH1,1,,,,,
,FPR1,1,,,,,
,FPR2,1,,,,,
,FPR3,1,,,,,
,FRG1,1,,,,,
,FRG2,1,,,,,
,GATAD2B,1,,,,,
,GBA,1,,,,,
,GBAP1,1,,,,,
,GDAP1,1,,,,,
,GLI4,1,,,,,
,GLIS2,1,,,,,
,GM140,1,,,,,
,GML,1,,,,,
,GPAA1,1,,,,,
,GPIHBP1,1,,,,,
,GPR20,1,,,,,
,GPT,1,,,,,
,GRINA,1,,,,,
,GSDMC,1,,,,,
,GSDMD,1,,,,,
