MO_1139-Tumor,,,,,,,
CRPC,,,,,,,
bone,,,,,,,
,ACOXL,2q13,AMP,7.60%,,,
,ANAPC1,2q12.1,AMP,27.60%,,,
,ANKRD20A9P,13q11,AMP,23.50%,,,
,ANKRD26P3,13q12.11,AMP,23.50%,,,
,ASPG,14q32.33,AMP,3.50%,,,
,ATP10A,15q11.2,AMP,2.90%,,,
,B3GAT3,11q12.3,AMP,0.60%,,,
,BCL2L11,2q13,AMP,11.80%,,,
,BPY2,Yq11,AMP,10.60%,,,
,BPY2B,Yq11.223,AMP,10.60%,,,
,BPY2C,Yq11.223,AMP,10.60%,,,
,BUB1,2q14,AMP,7.60%,,,
,C10ORF95,10q24.32,AMP,0.60%,,,
,C14ORF180,14q32.33,AMP,3.50%,,,
,C19ORF40,19q13.11,AMP,1.20%,,,
,CCDC138,2q12.3,AMP,6.50%,,,
,CCND1,11q13,AMP,8.80%,,,
,CHEK2P2,15q11.1,AMP,2.40%,,,
,COL11A2,6p21.3,AMP,1.80%,,,
,COL7A1,3p21.1,AMP,1.80%,,,
,CSPG4P1Y,Yq11.23,AMP,10.60%,,,
,CUEDC2,10q24.32,AMP,0.60%,,,
,CXADRP2,15q11.2,AMP,2.40%,,,
,CYFIP1,15q11,AMP,2.40%,,,
,DALRD3,3p21.31,AMP,0.60%,,,
,DAZ2,Yq11.223,AMP,10.60%,,,
,DAZ3,Yq11.223,AMP,10.60%,,,
,DAZ4,Yq11.223,AMP,11.20%,,,
,EDAR,2q13,AMP,6.50%,,,
,EMILIN3,20q12,AMP,2.40%,,,
,EML3,11q12.3,AMP,0.60%,,,
,FBXL15,10q24.32,AMP,1.20%,,,
,FOLH1,11p11.2,AMP,7.10%,,,
,FOLH1B,11q14.3,AMP,4.70%,,,
,GABRA5,15q12,AMP,2.90%,,,
,GABRB3,15q12,AMP,2.90%,,,
,GABRG3,15q12,AMP,2.90%,,,
,GOLGA2P2Y,Yq11.23,AMP,10.60%,,,
,GOLGA2P3Y,Yq11.223,AMP,10.60%,,,
,GOLGA6L1,15q11.2,AMP,2.40%,,,
,GOLGA6L6,15q11.2,AMP,2.40%,,,
,GOLGA8CP,15q11.2,AMP,2.40%,,,
,GOLGA8DP,15q11.2,AMP,2.40%,,,
,GOLGA8EP,15q11.2,AMP,2.40%,,,
,GOLGA8I,15q11.2,AMP,2.40%,,,
,HERC2P2,15q11.2,AMP,2.40%,,,
,HERC2P3,15q11.1,AMP,2.40%,,,
,HERC2P7,15q11.2,AMP,2.40%,,,
,HPS6,10q24.32,AMP,0.60%,,,
,IMPDH2,3p21.2,AMP,0.60%,,,
,INF2,14q32.33,AMP,3.50%,,,
,IPW,15q11.2,AMP,3.50%,,,
,ITIH1,3p21.1,AMP,2.90%,,,
,ITIH3,3p21.1,AMP,3.50%,,,
,KIF26A,14q32.33,AMP,3.50%,,,
,KLHDC3,6p21.1,AMP,0.60%,,,
,LDB1,10q24-q25,AMP,0.60%,,,
,LIMS3,2q13,AMP,6.50%,,,
,LIMS3-LOC440895,2q13,AMP,6.50%,,,
,LIMS3L,2q13,AMP,6.50%,,,
,LINC00116,2q13,AMP,6.50%,,,
,LINC00421,13q12.11,AMP,23.50%,,,
,LINC00442,13q12.11,AMP,23.50%,,,
,LOC100128714,15q12,AMP,2.90%,,,
,LOC100288570,2q13,AMP,6.50%,,,
,LOC100507334,,AMP,6.50%,,,
,LOC283683,15q11.2,AMP,2.40%,,,
