MO_1215-Tumor,,,,,,,,,,,
CRPC,,,,,,,,,,,
?,,,,,,,,,,,
,AAGAB,15q22.33-q23,HOMDEL,1.20%,,,,,,,
,ACADM,1p31,HOMDEL,2.40%,,,,,,,
,ADAM10,15q22,HOMDEL,1.20%,,,,,,,
,AK5,1p31,HOMDEL,1.80%,,,,,,,
,ANKRD13C,1p32.3-p31.3,HOMDEL,1.20%,,,,,,,
,ARL11,13q14.2,HOMDEL,7.10%,,,,,,,
,ASB17,1p31.1,HOMDEL,1.80%,,,,,,,
,CAB39L,13q14.2,HOMDEL,6.50%,,,,,,,
,CDADC1,13q14.2,HOMDEL,6.50%,,,,,,,
,CFL1P1,10q23.31,HOMDEL,14.10%,,,,,,,
,CRYZ,1p31.1,HOMDEL,1.80%,,,,,,,
,CTAGE10P,13q14.2,HOMDEL,7.10%,,,,,,,
,CTH,1p31.1,HOMDEL,1.20%,,,,,,,
,CYSLTR2,13q14.2,HOMDEL,6.50%,,,,,,,
,DLEU1,13q14.3,HOMDEL,5.30%,,,,,,,
,DLEU2,13q14.3,HOMDEL,5.30%,,,,,,,
,DLEU7,13q14.3,HOMDEL,5.30%,,,,,,,
,DNAJB4,1p31.1,HOMDEL,1.80%,,,,,,,
,EBPL,13q12-q13,HOMDEL,7.10%,,,,,,,
,ELTD1,1p33-p32,HOMDEL,1.20%,,,,,,,
,ERICH3,1p31.1,HOMDEL,1.80%,,,,,,,
,FAM73A,1p31.1,HOMDEL,2.40%,,,,,,,
,FNDC3A,13q14.2,HOMDEL,6.50%,,,,,,,
,FOLH1,11p11.2,AMP,7.10%,,,,,,,
,FPGT,1p31.1,HOMDEL,1.20%,,,,,,,
,FPGT-TNNI3K,1p31.1,HOMDEL,1.20%,,,,,,,
,FUBP1,1p31.1,HOMDEL,1.80%,,,,,,,
,GATSL2,7q11.23,HOMDEL,0.60%,,,,,,,
,GIPC2,1p31.1,HOMDEL,1.80%,,,,,,,
,GOLGA6A,15q24.1,HOMDEL,2.90%,,,,,,,
,GTF2IRD2B,7q11.23,HOMDEL,0.60%,,,,,,,
,GUCY1B2,13q14.3,HOMDEL,5.30%,,,,,,,
,HHLA3,1p31.1,HOMDEL,1.20%,,,,,,,
,IFI44,1p31.1,HOMDEL,1.80%,,,,,,,
,IFI44L,1p31.1,HOMDEL,1.80%,,,,,,,
,ITM2B,13q14.3,HOMDEL,5.90%,,,,,,,
,KCNRG,13q14.2,HOMDEL,5.30%,,,,,,,
,KLLN,10q23,HOMDEL,14.10%,,,,,,,
,KPNA3,13q14.3,HOMDEL,7.10%,,,,,,,
,LHX8,1p31.1,HOMDEL,1.80%,,,,,,,
,LIPC,15q21-q23,HOMDEL,1.20%,,,,,,,
,LOC440040,11p11.12,AMP,6.50%,,,,,,,
,LPAR6,13q14,HOMDEL,7.10%,,,,,,,
,LPHN2,1p31.1,HOMDEL,1.20%,,,,,,,
,LRRC40,1p31.1,HOMDEL,1.20%,,,,,,,
,LRRIQ3,1p31.1,HOMDEL,1.20%,,,,,,,
,MGC27382,1p31.1,HOMDEL,1.80%,,,,,,,
,MIR15A,13q14.2,HOMDEL,5.30%,,,,,,,
,MIR16-1,13q14.2,HOMDEL,5.30%,,,,,,,
,MIR186,1p31.1,HOMDEL,1.20%,,,,,,,
,MIR3613,,HOMDEL,5.30%,,,,,,,
,MLNR,13q14-q21,HOMDEL,6.50%,,,,,,,
,MSH4,1p31,HOMDEL,1.80%,,,,,,,
,NEGR1,1p31.1,HOMDEL,1.20%,,,,,,,
,NEGR1-IT1,1p31.1,HOMDEL,1.20%,,,,,,,
,NEXN,1p31.1,HOMDEL,2.40%,,,,,,,
,OR4C12,11p11.12,AMP,6.50%,,,,,,,
,OR4C13,11p11.12,AMP,6.50%,,,,,,,
,PHF11,13q14.2,HOMDEL,7.10%,,,,,,,
,PIGK,1p31.1,HOMDEL,1.80%,,,,,,,
,PIN1P1,1p31,HOMDEL,1.20%,,,,,,,
,PMS2P5,7q11.23,HOMDEL,0.60%,,,,,,,
,PTEN,10q23.3,HOMDEL,14.10%,,,,,,,
,PTGER3,1p31.2,HOMDEL,1.20%,,,,,,,
,PTGFR,1p31.1,HOMDEL,1.80%,,,,,,,
,RABGGTB,1p31,HOMDEL,2.40%,,,,,,,
