MO_1202-Tumor,,,,,,,
CRPC,,,,,,,
?,,,,,,,
,ABRA,8q23.1,AMP,5.30%,,,
,ACOXL,2q13,AMP,7.60%,,,
,ACSM1,16p12.3,AMP,2.40%,,,
,ACSM2A,16p12.3,AMP,1.80%,,,
,ACSM2B,16p12.3,AMP,1.80%,,,
,ACSM3,16p13.11,AMP,2.90%,,,
,ACSM5,16p12.3,AMP,2.40%,,,
,ACTA2,10q23.3,HOMDEL,4.10%,,,
,ADAD2,16q24.1,HOMDEL,5.30%,,,
,ADHFE1,8q13.1,AMP,7.60%,,,
,ADIRF,10q23.2,HOMDEL,1.80%,,,
,ADTRP,6p24.1,HOMDEL,1.20%,,,
,AGAP11,10q23.2,HOMDEL,2.40%,,,
,AGPAT6,8p11.21,AMP,2.40%,,,
,AKAP10,17p11.1,HOMDEL,1.20%,,,
,ALDH3A1,17p11.2,HOMDEL,0.60%,,,
,ALDH3A2,17p11.2,HOMDEL,2.90%,,,
,AMER1,Xq11.2,AMP,10.00%,,,
,ANAPC1,2q12.1,AMP,27.60%,,,
,ANGPT1,8q23.1,AMP,5.90%,,,
,ANK1,8p11.1,AMP,2.40%,,,
,ANKRD20A9P,13q11,AMP,23.50%,,,
,ANKRD22,10q23.31,HOMDEL,4.10%,,,
,ANKRD26P3,13q12.11,AMP,23.50%,,,
,ANKRD46,8q22.2,AMP,7.60%,,,
,ANKS4B,16p12.2,AMP,1.80%,,,
,APITD1,1p36.22,HOMDEL,2.90%,,,
,APITD1-CORT,1p,HOMDEL,2.90%,,,
,AR,Xq12,AMP,25.90%,,,
,ARFGEF1,8q13,AMP,11.20%,,,
,ARL6IP1,16p12-p11.2,AMP,8.80%,,,
,ARMC1,8q13.1,AMP,5.90%,,,
,ASB12,Xq11.2,AMP,10.00%,,,
,ATAD1,10q23.31,HOMDEL,12.90%,,,
,ATMIN,16q23.2,HOMDEL,5.30%,,,
,ATP2C2,16q24.1,HOMDEL,5.30%,,,
,ATP6V1C1,8q22.3,AMP,5.90%,,,
,ATXN1,6p23,HOMDEL,1.20%,,,
,AZIN1,8q22.3,AMP,5.30%,,,
,B9D1,17p11.2,HOMDEL,0.60%,,,
,BAALC,8q22.3,AMP,6.50%,,,
,BAALCOS,8q22.3,AMP,6.50%,,,
,BCL2L11,2q13,AMP,11.80%,,,
,BCMO1,16q23.2,HOMDEL,5.90%,,,
,BHLHE22,8q13,AMP,5.90%,,,
,BLOC1S5,6p25.1-p24.3,HOMDEL,2.40%,,,
,BLOC1S5-TXNDC5,6p,HOMDEL,2.40%,,,
,BMP6,6p24-p23,HOMDEL,2.40%,,,
,BMPR1A,10q22.3,HOMDEL,1.80%,,,
,BUB1,2q14,AMP,7.60%,,,
,C16ORF46,16q23.2,HOMDEL,5.30%,,,
,C16ORF52,16p12.2,AMP,1.80%,,,
,C16ORF62,16p12.3,AMP,1.20%,,,
,C16ORF74,16q24.1,HOMDEL,4.10%,,,
,C16ORF95,16q24.2,HOMDEL,3.50%,,,
,C17ORF103,17p11.2,HOMDEL,0.60%,,,
,C6ORF52,6p24.1,HOMDEL,2.40%,,,
,C8ORF34,8q13,AMP,10.60%,,,
,C8ORF44,8q13.1,AMP,8.80%,,,
,C8ORF44-SGK3,,AMP,9.40%,,,
,C8ORF46,8q13.1,AMP,7.60%,,,
,CAGE1,6p24.3,HOMDEL,2.90%,,,
,CAP2,6p22.3,HOMDEL,1.20%,,,
,CASZ1,1p36.22,HOMDEL,1.20%,,,
,CCDC138,2q12.3,AMP,6.50%,,,
,CCDC144CP,17p11.2,HOMDEL,0.60%,,,
,CCDC144NL,17p11.2,HOMDEL,0.60%,,,
,CCP110,16p12.3,AMP,1.20%,,,
,CD83,6p23,HOMDEL,1.20%,,,
,CDH13,16q23.3,HOMDEL,6.50%,,,
,CDR2,16p12.3,AMP,1.80%,,,
,CDRT15L2,17p11.2,HOMDEL,0.60%,,,
,CDYL2,16q23.2,HOMDEL,7.10%,,,
,CENPN,16q23.2,HOMDEL,5.30%,,,
,CFL1P1,10q23.31,HOMDEL,14.10%,,,
,CH25H,10q23,HOMDEL,4.10%,,,
,CMC2,16q23.2,HOMDEL,5.30%,,,
,CMIP,16q23,HOMDEL,5.30%,,,
,COG7,16p12.2,AMP,0.60%,,,
,COPS5,8q13.1,AMP,9.40%,,,
,COQ7,16p12.3,AMP,1.20%,,,
,CORT,1p36.22,HOMDEL,2.90%,,,
,COTL1,16q24.1,HOMDEL,5.30%,,,
,COX4I1,16q24.1,HOMDEL,4.10%,,,
,COX6C,8q22.2,AMP,7.10%,,,
,CPA6,8q13.2,AMP,11.20%,,,
,CRH,8q13,AMP,7.10%,,,
,CRISPLD2,16q24.1,HOMDEL,5.30%,,,
,CRYM,16p12.2,AMP,1.80%,,,
,CRYM-AS1,16p12.2,AMP,1.20%,,,
,CSPP1,8q13.2,AMP,9.40%,,,
,CTHRC1,8q22.3,AMP,7.10%,,,
,CYP7B1,8q21.3,AMP,5.90%,,,
,DCAF13,8q22.3,AMP,7.10%,,,
,DCTN5,16p12.2,AMP,0.60%,,,
,DCUN1D3,16p12.3,AMP,2.40%,,,
,DFFA,1p36.3-p36.2,HOMDEL,2.90%,,,
,DHRS7B,17p12,HOMDEL,0.60%,,,
,DNAAF1,16q24.1,HOMDEL,5.30%,,,
,DNAH3,16p12.3,AMP,1.80%,,,
,DNAJC5B,8q13.1,AMP,7.10%,,,
,DPYS,8q22,AMP,5.90%,,,
,DSP,6p24,HOMDEL,2.40%,,,
,DTNBP1,6p22.3,HOMDEL,1.20%,,,
,DYNLRB2,16q23.3,HOMDEL,6.50%,,,
,EARS2,16p12.2,AMP,0.60%,,,
,EDA2R,Xq12,AMP,24.70%,,,
,EDAR,2q13,AMP,6.50%,,,
,EDN1,6p24.1,HOMDEL,1.20%,,,
,EEF1E1,6p24.3,HOMDEL,2.40%,,,
,EEF1E1-BLOC1S5,6p,HOMDEL,2.40%,,,
,EEF2K,16p12.2,AMP,1.80%,,,
,ELOVL2,6p24.2,HOMDEL,2.40%,,,
,EMC8,16q24,HOMDEL,4.10%,,,
,EPN2,17p11.2,HOMDEL,0.60%,,,
,ERI2,16p12.3,AMP,2.90%,,,
,ERVFRD-1,6p24.1,HOMDEL,2.40%,,,
,EYA1,8q13.3,AMP,11.80%,,,
,FAM25A,10q23.2,HOMDEL,2.40%,,,
,FAM35A,10q23.2,HOMDEL,4.10%,,,
,FAM8A1,6p23,HOMDEL,1.20%,,,
,FAM92B,16q24.1,HOMDEL,3.50%,,,
,FAS,10q24.1,HOMDEL,4.10%,,,
,FAS-AS1,10q24.1,HOMDEL,4.10%,,,
,FBXO31,16q24.2,HOMDEL,3.50%,,,
,FBXO43,8q22.2,AMP,7.60%,,,
,FLJ30679,16q24.1,HOMDEL,3.50%,,,
,FLJ42969,8q22.3,AMP,7.60%,,,
,FOXC2,16q24.1,HOMDEL,3.50%,,,
,FOXF1,16q24,HOMDEL,4.10%,,,
,FOXL1,16q24,HOMDEL,3.50%,,,
,FRMD8P1,Xq12,AMP,15.90%,,,
,FZD6,8q22.3-q23.1,AMP,6.50%,,,
,GAN,16q24.1,HOMDEL,5.90%,,,
,GCM2,6p23,HOMDEL,2.40%,,,
,GCNT2,6p24.2,HOMDEL,2.40%,,,
,GCSH,16q23.2,HOMDEL,5.90%,,,
,GDE1,16p12-p11.2,AMP,1.20%,,,
,GFOD1,6pter-p22.1,HOMDEL,1.20%,,,
,GGA2,16p12,AMP,0.60%,,,
,GGH,8q12.3,AMP,5.30%,,,
,GINS2,16q24.1,HOMDEL,4.10%,,,
,GINS4,8p11.21,AMP,2.40%,,,
,GLUD1,10q23.3,HOMDEL,2.40%,,,
,GMPR,6p23,HOMDEL,1.20%,,,
,GOLGA6A,15q24.1,HOMDEL,2.90%,,,
,GOLGA7,8p11.21,AMP,2.90%,,,
,GP2,16p12,AMP,2.40%,,,
,GPR139,16p12.3,AMP,1.80%,,,
,GPRC5B,16p12,AMP,1.80%,,,
