MO_1021-Tumor,,,,,,,,,,,,
CRPC,,,,,,,,,,,,
prostate,,,,,,,,,,,,
,ART3,4q21.1|4p15.1-p14,AMP,82%,2.40%,,,,,,,
,C11ORF54,11q21,HOMDEL,60%,0.60%,,,,,,,
,CXCL10,4q21,AMP,NA,2.40%,,,,,,,
,CXCL11,4q21.2,AMP,82%,2.40%,,,,,,,
,CXCL9,4q21,AMP,72%,2.40%,,,,,,,
,EGOT,3p26.1,HOMDEL,NA,1.80%,,,,,,,
,FIZ1,19q13.42,AMP,94%,2.40%,,,,,,,
,FOLR4,11q21,HOMDEL,NA,0.60%,,,,,,,
,GAGE1,Xp11.23,HOMDEL,NA,0.60%,,,,,,,
,GAGE10,Xp11.23,HOMDEL,NA,0.60%,,,,,,,
,GAGE12B,Xp11.23,HOMDEL,NA,1.80%,,,,,,,
,GAGE12C,Xp11.23,HOMDEL,NA,1.80%,,,,,,,
,GAGE12D,Xp11.23,HOMDEL,NA,1.80%,,,,,,,
,GAGE12E,Xp11.23,HOMDEL,NA,1.80%,,,,,,,
,GAGE12F,Xp11.23,HOMDEL,NA,0.60%,,,,,,,
,GAGE12G,Xp11.23,HOMDEL,NA,1.80%,,,,,,,
,GAGE12H,Xp11.23,HOMDEL,NA,1.80%,,,,,,,
,GAGE12I,Xp11.23,HOMDEL,NA,0.60%,,,,,,,
,GAGE12J,Xp11.23,HOMDEL,NA,1.20%,,,,,,,
,GAGE13,Xp11.23,HOMDEL,NA,1.20%,,,,,,,
,GAGE2A,Xp11.23,HOMDEL,NA,1.20%,,,,,,,
,GAGE2B,Xp11.23,HOMDEL,NA,1.20%,,,,,,,
,GAGE2C,Xp11.23,HOMDEL,NA,1.20%,,,,,,,
,GAGE2D,Xp11.23,HOMDEL,NA,1.80%,,,,,,,
,GAGE2E,Xp11.23,HOMDEL,NA,1.20%,,,,,,,
,GAGE4,Xp11.4-p11.2,HOMDEL,NA,1.80%,,,,,,,
,GAGE5,Xp11.4-p11.2,HOMDEL,NA,1.80%,,,,,,,
,GAGE6,Xp11.4-p11.2,HOMDEL,NA,1.80%,,,,,,,
,GAGE7,Xp11.4-p11.2,HOMDEL,NA,1.80%,,,,,,,
,GAGE8,Xp11,HOMDEL,NA,1.20%,,,,,,,
,HEPHL1,11q21,HOMDEL,NA,0.60%,,,,,,,
,IL9R,Xq28 and Yq12,AMP,NA,3.50%,,,,,,,
,ISOC2,19q13.42,AMP,66%,1.80%,,,,,,,
,MED17,11q14,HOMDEL,68%,0.60%,,,,,,,
,MRPL1,4q21.1,AMP,28%,1.80%,,,,,,,
,NAT14,19q13.42,AMP,64%,2.40%,,,,,,,
,PANX1,11q21,HOMDEL,68%,0.60%,,,,,,,
,PRKAG1,12q12-q14,HOMDEL,48%,1.80%,,,,,,,
,SBK2,19q13.42,AMP,NA,2.40%,,,,,,,
,SBK3,19q13.42,AMP,NA,2.40%,,,,,,,
,SHISA7,19q13.42,AMP,NA,1.80%,,,,,,,
,SNORA40,11q21,HOMDEL,NA,0.60%,,,,,,,
,SNORD113-5,14q32.31,AMP,NA,5.90%,,,,,,,
,SNORD113-6,14q32.31,AMP,NA,5.90%,,,,,,,
,SNORD113-7,14q32.31,AMP,NA,6.50%,,,,,,,
,SNORD113-9,14q32.31,AMP,NA,7.60%,,,,,,,
,SNORD114-1,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-10,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-11,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-12,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-13,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-14,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-15,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-16,14q32,AMP,NA,8.20%,,,,,,,
,SNORD114-17,14q32,AMP,NA,7.10%,,,,,,,
,SNORD114-18,14q32,AMP,NA,7.60%,,,,,,,
,SNORD114-19,14q32,AMP,NA,7.60%,,,,,,,
,SNORD114-2,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-20,14q32,AMP,NA,7.10%,,,,,,,
,SNORD114-21,14q32,AMP,NA,7.10%,,,,,,,
,SNORD114-22,14q32,AMP,NA,6.50%,,,,,,,
,SNORD114-23,14q32,AMP,NA,5.90%,,,,,,,
,SNORD114-24,14q32,AMP,NA,5.90%,,,,,,,
,SNORD114-25,14q32,AMP,NA,6.50%,,,,,,,
,SNORD114-26,14q32,AMP,NA,5.90%,,,,,,,
,SNORD114-27,14q32,AMP,NA,5.90%,,,,,,,
,SNORD114-28,14q32,AMP,NA,5.90%,,,,,,,
,SNORD114-3,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-4,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-5,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-6,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-7,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-8,14q32,AMP,NA,8.80%,,,,,,,
,SNORD114-9,14q32,AMP,NA,8.80%,,,,,,,
,SSC5D,19q13.42,AMP,100%,2.40%,,,,,,,
,TAF1D,11q21,HOMDEL,64%,0.60%,,,,,,,
,VSTM5,11q21,HOMDEL,62%,0.60%,,,,,,,
,ZNF524,19q13.42,AMP,64%,2.40%,,,,,,,
,ZNF579,19q13.42,AMP,64%,2.40%,,,,,,,
