MO_1096-Tumor,,,,,,,,,,,,
CRPC,,,,,,,,,,,,
bone,,,,,,,,,,,,
,ACP6,1q21,AMP,2.40%,,,,,,,,
,ADAM15,1q21.3,AMP,4.70%,,,,,,,,
,ADAMTSL4,1q21.3,AMP,6.50%,,,,,,,,
,ADAR,1q21.3,AMP,4.10%,,,,,,,,
,ANKRD20A9P,13q11,HOMDEL,10.60%,,,,,,,,
,ANKRD26P3,13q12.11,HOMDEL,10.60%,,,,,,,,
,ANKRD34A,1q21.1,AMP,2.40%,,,,,,,,
,ANKRD35,1q21.1,AMP,2.40%,,,,,,,,
,ANP32E,1q21.2,AMP,5.30%,,,,,,,,
,ANXA9,1q21,AMP,5.90%,,,,,,,,
,APH1A,1p36.13-q31.3,AMP,5.30%,,,,,,,,
,APOA1BP,1q21,AMP,1.20%,,,,,,,,
,AQP10,1q21.3,AMP,5.30%,,,,,,,,
,ARHGEF11,1q21,AMP,0.60%,,,,,,,,
,ARHGEF2,1q21-q22,AMP,1.80%,,,,,,,,
,ARNT,1q21,AMP,5.90%,,,,,,,,
,ASH1L,1q22,AMP,3.50%,,,,,,,,
,ATP8B2,1q21.3,AMP,5.30%,,,,,,,,
,BAG2,6p12.1-p11.2,AMP,2.40%,,,,,,,,
,BCAN,1q31,AMP,1.20%,,,,,,,,
,BCL9,1q21,AMP,2.40%,,,,,,,,
,BEND6,6p12.1,AMP,2.40%,,,,,,,,
,BGLAP,1q22,AMP,1.20%,,,,,,,,
,BMP5,6p12.1,AMP,2.40%,,,,,,,,
,BNIPL,1q21.3,AMP,5.30%,,,,,,,,
,BOLA1,1q21,AMP,2.40%,,,,,,,,
,C1ORF189,1q21.3,AMP,5.30%,,,,,,,,
,C1ORF43,1q21.2,AMP,5.30%,,,,,,,,
,C1ORF54,1q21.2,AMP,5.30%,,,,,,,,
,C1ORF56,1q21.3,AMP,5.30%,,,,,,,,
,C1ORF61,1q22,AMP,1.20%,,,,,,,,
,C1ORF68,1q21.3,AMP,6.50%,,,,,,,,
,C1ORF85,1q22,AMP,1.20%,,,,,,,,
,C2CD4D,1q21.3,AMP,5.30%,,,,,,,,
,CA14,1q21,AMP,5.30%,,,,,,,,
,CCT3,1q23,AMP,1.20%,,,,,,,,
,CD160,1q21.1,AMP,2.40%,,,,,,,,
,CD1D,1q23.1,AMP,1.20%,,,,,,,,
,CD5L,1q21-q23,AMP,0.60%,,,,,,,,
,CDC42SE1,1q21.3,AMP,5.30%,,,,,,,,
,CELF3,1q21,AMP,5.90%,,,,,,,,
,CERS2,1q21.3,AMP,5.90%,,,,,,,,
,CGN,1q21,AMP,5.30%,,,,,,,,
,CHD1L,1q12,AMP,2.40%,,,,,,,,
,CHRNB2,1q21.3,AMP,4.10%,,,,,,,,
,CHTOP,1q21.3,AMP,4.70%,,,,,,,,
,CIART,1q21.2,AMP,5.30%,,,,,,,,
,CKS1B,1q21.2,AMP,5.30%,,,,,,,,
,CLK2,1q21,AMP,3.50%,,,,,,,,
,COL21A1,6p12.3-p11.2|6p12.3-p11.2,AMP,1.80%,,,,,,,,
,CRABP2,1q21.3,AMP,1.20%,,,,,,,,
,CRCT1,1q21,AMP,7.10%,,,,,,,,
,CREB3L4,1q21.3,AMP,5.30%,,,,,,,,
,CRNN,1q21,AMP,5.30%,,,,,,,,
,CRTC2,1q21.3,AMP,5.90%,,,,,,,,
,CTSK,1q21,AMP,5.90%,,,,,,,,
,CTSS,1q21,AMP,5.90%,,,,,,,,
,CYCSP52,1q22,AMP,0.60%,,,,,,,,
,DAP3,1q22,AMP,1.20%,,,,,,,,
,DCST1,1q22,AMP,5.30%,,,,,,,,
,DCST2,1q22,AMP,5.30%,,,,,,,,
,DENND4B,1q21,AMP,5.90%,,,,,,,,
,DPM3,1q22,AMP,4.70%,,,,,,,,
,DST,6p12.1,AMP,2.90%,,,,,,,,
,ECM1,1q21,AMP,5.30%,,,,,,,,
,EFNA1,1q21-q22,AMP,4.70%,,,,,,,,
,EFNA3,1q21-q22,AMP,4.70%,,,,,,,,
,EFNA4,1q21-q22,AMP,4.70%,,,,,,,,
,EMBP1,1p11.2,AMP,2.40%,,,,,,,,
,ENSA,1q21.3,AMP,5.30%,,,,,,,,
,ETV3,1q21-q23,AMP,0.60%,,,,,,,,
,ETV3L,1q23.1,AMP,0.60%,,,,,,,,
,FAM189B,1q21,AMP,4.10%,,,,,,,,
,FAM63A,1q21.3,AMP,5.90%,,,,,,,,
,FAM72B,1p11.2,AMP,2.40%,,,,,,,,
,FAM72D,1q21.1,AMP,2.40%,,,,,,,,
,FAM83B,6p12.1,AMP,1.80%,,,,,,,,
,FCGR1A,1q21.2-q21.3,AMP,2.40%,,,,,,,,
,FCGR1B,1p11.2,AMP,2.40%,,,,,,,,
,FCGR1C,1q21.2,AMP,2.40%,,,,,,,,
,FCRL1,1q21-q22,AMP,0.60%,,,,,,,,
,FCRL2,1q21,AMP,0.60%,,,,,,,,
,FCRL3,1q21-q22,AMP,0.60%,,,,,,,,
,FCRL4,1q21,AMP,0.60%,,,,,,,,
,FCRL5,1q21,AMP,0.60%,,,,,,,,
,FDPS,1q22,AMP,2.90%,,,,,,,,
,FLAD1,1q21.3,AMP,5.30%,,,,,,,,
,FLG,1q21.3,AMP,5.30%,,,,,,,,
,FLG2,1q21.3,AMP,5.30%,,,,,,,,
,FMO5,1q21.1,AMP,2.40%,,,,,,,,
,GABPB2,1q21.3,AMP,5.30%,,,,,,,,
,GATAD2B,1q21.3,AMP,4.70%,,,,,,,,
,GBA,1q21,AMP,4.10%,,,,,,,,
,GBAP1,1q21,AMP,4.10%,,,,,,,,
,GFRAL,6p12.1,AMP,2.40%,,,,,,,,
,GJA5,1q21.1,AMP,2.40%,,,,,,,,
,GJA8,1q21.1,AMP,2.40%,,,,,,,,
