MO_1263-Tumor,,,,,,,,,,,
CRPC,,,,,,,,,,,
?,,,,,,,,,,,
,ADORA2A,22q11.23,AMP,1.20%,,,,,,,
,ADORA2A-AS1,22q11.23,AMP,1.20%,,,,,,,
,AGAP2,12q14.1,AMP,1.20%,,,,,,,
,ANKRD20A9P,13q11,AMP,23.50%,,,,,,,
,ANKRD26P3,13q12.11,AMP,23.50%,,,,,,,
,AR,Xq12,AMP,25.90%,,,,,,,
,ARHGEF25,12q13.3,AMP,1.20%,,,,,,,
,ATAD1,10q23.31,HOMDEL,12.90%,,,,,,,
,B4GALNT1,12q13.3,AMP,1.20%,,,,,,,
,BPESC1,3q23,AMP,2.40%,,,,,,,
,C3ORF72,3q22.3,AMP,2.90%,,,,,,,
,CDK4,12q14,AMP,1.20%,,,,,,,
,CEP70,3q22.3,AMP,3.50%,,,,,,,
,CFL1P1,10q23.31,HOMDEL,14.10%,,,,,,,
,COPB2,3q23,AMP,2.40%,,,,,,,
,CYP27B1,12q14.1,AMP,1.80%,,,,,,,
,DTX3,12q13.3,AMP,1.20%,,,,,,,
,EDA2R,Xq12,AMP,24.70%,,,,,,,
,ESYT3,3q22.3,AMP,2.90%,,,,,,,
,FAIM,3q22.3,AMP,4.10%,,,,,,,
,FOXL2,3q23,AMP,3.50%,,,,,,,
,GGT1,22q11.23,AMP,1.20%,,,,,,,
,GUCD1,22q11.2,AMP,1.20%,,,,,,,
,KIF5A,12q13.13,AMP,1.20%,,,,,,,
,KLLN,10q23,HOMDEL,14.10%,,,,,,,
,LINC00421,13q12.11,AMP,23.50%,,,,,,,
,LINC00442,13q12.11,AMP,23.50%,,,,,,,
,LRRC75B,22q11.23,AMP,1.20%,,,,,,,
,Mar-09,12q14.1,AMP,1.80%,,,,,,,
,METTL1,12q13,AMP,1.20%,,,,,,,
,MPHOSPH8,13q12.11,AMP,20.00%,,,,,,,
,MRAS,3q22.3,AMP,3.50%,,,,,,,
,MRPS22,3q23,AMP,2.40%,,,,,,,
,MST1,3p21,HOMDEL,5.90%,,,,,,,
,NMNAT3,3q23,AMP,2.90%,,,,,,,
,OPHN1,Xq12,AMP,20.60%,,,,,,,
,OS9,12q13,AMP,1.20%,,,,,,,
,PAPSS2,10q24,HOMDEL,11.20%,,,,,,,
,PHF2P1,13q11,AMP,23.50%,,,,,,,
,PIK3CB,3q22.3,AMP,4.10%,,,,,,,
,PIP4K2C,12q13.3,AMP,1.20%,,,,,,,
,PISRT1,3q23,AMP,2.40%,,,,,,,
,PRR23A,3q23,AMP,2.90%,,,,,,,
,PRR23B,3q23,AMP,2.40%,,,,,,,
,PRR23C,3q23,AMP,2.40%,,,,,,,
,PSPC1,13q12.11,AMP,20.00%,,,,,,,
,PTEN,10q23.3,HOMDEL,14.10%,,,,,,,
,RBP1,3q23,AMP,2.40%,,,,,,,
,RBP2,3q23,AMP,2.40%,,,,,,,
,SLC26A10,12q13,AMP,1.20%,,,,,,,
,SNRPD3,22q11.23,AMP,1.20%,,,,,,,
,SPECC1L,22q11.23,AMP,1.20%,,,,,,,
,SSX2,Xp11.22,AMP,6.50%,,,,,,,
,SSX2B,Xp11.22,AMP,6.50%,,,,,,,
,SSX7,Xp11.23,AMP,9.40%,,,,,,,
,SSX8,Xp11.23,AMP,11.80%,,,,,,,
,TPTE2,13q12.11,AMP,23.50%,,,,,,,
,TSPAN31,12q13.3,AMP,1.20%,,,,,,,
,TUBA3C,13q11,AMP,23.50%,,,,,,,
,UPB1,22q11.2,AMP,1.20%,,,,,,,
,USP6,17p13,AMP,4.10%,,,,,,,
,XAGE1B,Xp11.22,AMP,21.80%,,,,,,,
,XAGE1E,Xp11.22,AMP,21.80%,,,,,,,
,YIPF6,Xq12,AMP,18.80%,,,,,,,
,ZMYM5,13q12,AMP,20.00%,,,,,,,
,ZNF594,17p13,AMP,3.50%,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
