MO_1221-Tumor,,,,,,,,,,,
CRPC,,,,,,,,,,,
?,,,,,,,,,,,
,AACSP1,5q35.3,AMP,2.90%,,,,,,,
,AANAT,17q25.1,AMP,2.40%,,,,,,,
,AATK,17q25.3,AMP,4.10%,,,,,,,
,AATK-AS1,17q25.3,AMP,4.10%,,,,,,,
,ABCA10,17q24,AMP,1.20%,,,,,,,
,ABCA5,17q24.3,AMP,1.20%,,,,,,,
,ABCA6,17q24.3,AMP,1.20%,,,,,,,
,ABCA8,17q24,AMP,0.60%,,,,,,,
,ABCA9,17q24.2,AMP,0.60%,,,,,,,
,ABCC3,17q22,AMP,1.80%,,,,,,,
,ABCD2,12q12,AMP,0.60%,,,,,,,
,ABI3,17q21.3,AMP,0.60%,,,,,,,
,ABLIM3,5q32,AMP,1.80%,,,,,,,
,ACE,17q23.3,AMP,2.40%,,,,,,,
,ACOX1,17q25.1,AMP,1.80%,,,,,,,
,ACSF2,17q21.33,AMP,1.20%,,,,,,,
,ACTG1,17q25,AMP,2.40%,,,,,,,
,ADAM15,1q21.3,AMP,4.70%,,,,,,,
,ADAM18,8p11.22,AMP,2.90%,,,,,,,
,ADAM19,5q33.3,AMP,1.80%,,,,,,,
,ADAM2,8p11.2,AMP,2.90%,,,,,,,
,ADAM32,8p11.22,AMP,2.40%,,,,,,,
,ADAM3A,8p11.23,AMP,3.50%,,,,,,,
,ADAM5,8p11.22,AMP,3.50%,,,,,,,
,ADAM9,8p11.22,AMP,2.40%,,,,,,,
,ADAMTS14,10q21,AMP,3.50%,,,,,,,
,ADAMTS2,5qter,AMP,2.90%,,,,,,,
,ADAMTSL4,1q21.3,AMP,6.50%,,,,,,,
,ADAP1,7p22.3,AMP,5.90%,,,,,,,
,ADAR,1q21.3,AMP,4.10%,,,,,,,
,ADK,10q22|10q11-q24,AMP,4.10%,,,,,,,
,ADO,10q21.3,AMP,5.90%,,,,,,,
,ADRA1B,5q33.3,AMP,1.80%,,,,,,,
,ADRB3,8p12,AMP,4.10%,,,,,,,
,AFAP1L1,5q32,AMP,2.40%,,,,,,,
,AFMID,17q25.3,AMP,0.60%,,,,,,,
,AGAP5,10q22.2,AMP,4.70%,,,,,,,
,AIFM2,10q22.1,AMP,3.50%,,,,,,,
,AIMP2,7p22,AMP,9.40%,,,,,,,
,AKAP1,17q22,AMP,1.80%,,,,,,,
,ALYREF,17q25.3,AMP,3.50%,,,,,,,
,AMZ1,7p22.3,AMP,5.30%,,,,,,,
,AMZ2,17q24.2,AMP,0.60%,,,,,,,
,AMZ2P1,17q24.1,AMP,0.60%,,,,,,,
,ANAPC1,2q12.1,AMP,27.60%,,,,,,,
,ANAPC11,17q25.3,AMP,3.50%,,,,,,,
,ANAPC16,10q22.1,AMP,4.10%,,,,,,,
,ANK3,10q21,AMP,5.90%,,,,,,,
,ANKFN1,17q22,AMP,2.90%,,,,,,,
,ANKRD40,17q21.33,AMP,1.20%,,,,,,,
,ANP32E,1q21.2,AMP,5.30%,,,,,,,
,ANXA11,10q23,AMP,3.50%,,,,,,,
,ANXA2P3,10q21.3,AMP,4.70%,,,,,,,
,ANXA6,5q33.1,AMP,1.80%,,,,,,,
,ANXA7,10q22.2,AMP,3.50%,,,,,,,
,ANXA9,1q21,AMP,5.90%,,,,,,,
,AP3M1,10q22.2,AMP,3.50%,,,,,,,
,APH1A,1p36.13-q31.3,AMP,5.30%,,,,,,,
,APOH,17q24.2,AMP,1.20%,,,,,,,
,APPBP2,17q23.2,AMP,1.80%,,,,,,,
,AQP10,1q21.3,AMP,5.30%,,,,,,,
,AR,Xq12,AMP,25.90%,,,,,,,
,ARHGDIA,17q25.3,AMP,3.50%,,,,,,,
,ARHGEF37,5q32,AMP,2.40%,,,,,,,
,ARID5B,10q21.2,AMP,5.90%,,,,,,,
,ARL10,5q35.2,AMP,2.40%,,,,,,,
,ARL16,17q25.3,AMP,2.40%,,,,,,,
,ARMC7,17q25.1,AMP,1.80%,,,,,,,
,ARNT,1q21,AMP,5.90%,,,,,,,
,ARSG,17q24.2,AMP,0.60%,,,,,,,
,ARSI,5q32,AMP,1.80%,,,,,,,
,ASCC1,10pter-q25.3,AMP,4.10%,,,,,,,
,ASH2L,8p11.2,AMP,5.30%,,,,,,,
,ASPSCR1,17q25.3,AMP,4.10%,,,,,,,
,ATOH7,10q21.3|10q21.3-q22.1,AMP,2.90%,,,,,,,
,ATOX1,5q32,AMP,1.80%,,,,,,,
,ATP10B,5q34,AMP,1.80%,,,,,,,
,ATP10D,4p12,AMP,0.60%,,,,,,,
,ATP5G1,17q21.32,AMP,0.60%,,,,,,,
,ATP5H,17q25,AMP,1.80%,,,,,,,
,ATP6V0E1,5q35.1,AMP,1.20%,,,,,,,
,ATP8B2,1q21.3,AMP,5.30%,,,,,,,
,AWAT2,Xq13.1,AMP,7.10%,,,,,,,
,AXIN2,17q23-q24,AMP,1.20%,,,,,,,
,B3GNTL1,17q25.3,AMP,5.30%,,,,,,,
,B4GALNT2,17q21.32,AMP,0.60%,,,,,,,
,B4GALT7,5q35.2-q35.3,AMP,5.30%,,,,,,,
,BAG4,8p11.23,AMP,5.30%,,,,,,,
,BAHCC1,17q25.3,AMP,2.90%,,,,,,,
,BAIAP2,17q25,AMP,4.10%,,,,,,,
,BCAS3,17q23,AMP,1.80%,,,,,,,
,BIRC5,17q25,AMP,0.60%,,,,,,,
,BMS1P4,10q22.2,AMP,4.70%,,,,,,,
,BNIP1,5q33-q34,AMP,1.20%,,,,,,,
,BNIPL,1q21.3,AMP,5.30%,,,,,,,
,BOD1,5q35.2,AMP,1.20%,,,,,,,
,BPTF,17q24.3,AMP,1.20%,,,,,,,
,BPY2,Yq11,HOMDEL,10.00%,,,,,,,
,BPY2B,Yq11.223,HOMDEL,10.00%,,,,,,,
,BPY2C,Yq11.223,HOMDEL,10.00%,,,,,,,
,BRAT1,7p22.3,AMP,5.30%,,,,,,,
,BRF2,8p11.23,AMP,4.10%,,,,,,,
,BRIP1,17q22.2,AMP,2.40%,,,,,,,
,BTBD17,17q25.1,AMP,2.90%,,,,,,,
,BTNL3,5q35.3,AMP,1.80%,,,,,,,
,BTNL8,5q35.3,AMP,1.80%,,,,,,,
,BTNL9,5q35.3,AMP,1.80%,,,,,,,
,BZRAP1,17q22-q23,AMP,1.20%,,,,,,,
,C10ORF105,10q22.1,AMP,3.50%,,,,,,,
,C10ORF107,10q21.2,AMP,5.90%,,,,,,,
,C10ORF11,10q22.3,AMP,5.30%,,,,,,,
,C10ORF35,10q22.1,AMP,3.50%,,,,,,,
,C10ORF40,10q21.2,AMP,5.90%,,,,,,,
,C10ORF54,10q22.1,AMP,4.70%,,,,,,,
,C10ORF55,10q22.2,AMP,4.70%,,,,,,,
,C12ORF40,12q12,AMP,0.60%,,,,,,,
,C17ORF47,17q22,AMP,1.20%,,,,,,,
,C17ORF58,17q24.2,AMP,1.20%,,,,,,,
,C17ORF62,17q25.3,AMP,2.90%,,,,,,,
,C17ORF64,17q23.2,AMP,1.80%,,,,,,,
,C17ORF67,17q22,AMP,2.90%,,,,,,,
,C17ORF70,17q25.3,AMP,1.80%,,,,,,,
,C17ORF77,17q25.1,AMP,2.90%,,,,,,,
,C17ORF80,17q25.1,AMP,1.80%,,,,,,,
,C17ORF82,17q23.2,AMP,2.40%,,,,,,,
,C17ORF89,17q25.3,AMP,2.40%,,,,,,,
,C17ORF99,17q25.3,AMP,0.60%,,,,,,,
,C1ORF189,1q21.3,AMP,5.30%,,,,,,,
,C1ORF43,1q21.2,AMP,5.30%,,,,,,,
,C1ORF54,1q21.2,AMP,5.30%,,,,,,,
,C1ORF56,1q21.3,AMP,5.30%,,,,,,,
,C1ORF68,1q21.3,AMP,6.50%,,,,,,,
,C1QTNF1,17q25.3,AMP,0.60%,,,,,,,
,C1QTNF2,5q33.3,AMP,1.80%,,,,,,,
,C2CD4D,1q21.3,AMP,5.30%,,,,,,,
,C5ORF45,5q35.3,AMP,2.40%,,,,,,,
,C5ORF47,5q35.2,AMP,1.20%,,,,,,,
,C5ORF52,5q33.3,AMP,1.80%,,,,,,,
,C5ORF54,5q33.3,AMP,1.80%,,,,,,,
,C5ORF58,5q35.1,AMP,1.20%,,,,,,,
,C5ORF60,5q35.3,AMP,2.40%,,,,,,,
,C7ORF26,7p22.1,AMP,7.60%,,,,,,,
,C7ORF50,7p22.3,AMP,5.90%,,,,,,,
,C8ORF4,8p11.2,AMP,2.40%,,,,,,,
,C8ORF86,8p11.22,AMP,5.30%,,,,,,,
,CA10,17q21.33,AMP,1.80%,,,,,,,
,CA14,1q21,AMP,5.30%,,,,,,,
,CA4,17q23,AMP,4.70%,,,,,,,
,CACNA1G,17q22,AMP,2.90%,,,,,,,
,CACNG1,17q24,AMP,1.20%,,,,,,,
,CACNG4,17q24,AMP,1.20%,,,,,,,
,CACNG5,17q24,AMP,1.20%,,,,,,,
,CALCOCO2,17q21.32,AMP,0.60%,,,,,,,
,CAMK2A,5q32,AMP,1.80%,,,,,,,
,CAMK2G,10q22,AMP,5.90%,,,,,,,
,CANT1,17q25.3,AMP,0.60%,,,,,,,
,CANX,5q35,AMP,2.40%,,,,,,,
,CARD11,7p22,AMP,4.70%,,,,,,,
,CARD14,17q25,AMP,2.40%,,,,,,,
,CASKIN2,17q25.1,AMP,3.50%,,,,,,,
,CBX1,17q21.32,AMP,1.20%,,,,,,,
,CBX2,17q25.3,AMP,1.80%,,,,,,,
,CBX4,17q25.3,AMP,2.90%,,,,,,,
,CBX8,17q25.3,AMP,2.90%,,,,,,,
,CBY3,5q35.3,AMP,2.40%,,,,,,,
