MO_1244-Tumor,,,,,,,,,,,
CRPC,,,,,,,,,,,
?,,,,,,,,,,,
,AADAT,4q33,HOMDEL,0.60%,,,,,,,
,ABCD1,Xq28,AMP,3.50%,,,,,,,
,ABCE1,4q31,AMP,2.40%,,,,,,,
,ADAM29,4q34,HOMDEL,1.20%,,,,,,,
,AGA,4q34.3,HOMDEL,1.20%,,,,,,,
,AGTR2,Xq22-q23,AMP,0.60%,,,,,,,
,AKAP14,Xq24,AMP,1.20%,,,,,,,
,AMELY,Yp11.2,HOMDEL,1.80%,,,,,,,
,ANAPC10,4q31,AMP,2.40%,,,,,,,
,ANKRD20A9P,13q11,AMP,23.50%,,,,,,,
,ANKRD26P3,13q12.11,AMP,23.50%,,,,,,,
,ANP32C,4q32.3,AMP,0.60%,,,,,,,
,ANXA10,4q33,HOMDEL,0.60%,,,,,,,
,ANXA2P1,4q31.3,AMP,1.20%,,,,,,,
,ARFIP1,4q31.3,AMP,1.20%,,,,,,,
,ARHGAP10,4q31.23,AMP,2.90%,,,,,,,
,ARHGAP4,Xq28,AMP,2.90%,,,,,,,
,ASB5,4q34.2,HOMDEL,1.20%,,,,,,,
,ASIC5,4q32.1,AMP,0.60%,,,,,,,
,ATP10A,15q11.2,HOMDEL,1.20%,,,,,,,
,ATP1B4,Xq24,AMP,0.60%,,,,,,,
,ATP2B3,Xq28,AMP,2.90%,,,,,,,
,ATP6AP1,Xq28,AMP,4.70%,,,,,,,
,AVPR2,Xq28,AMP,2.90%,,,,,,,
,BCAP31,Xq28,AMP,3.50%,,,,,,,
,BCORP1,Yq11.222,AMP,6.50%,,,,,,,
,BRCC3,Xq28,AMP,3.50%,,,,,,,
,C1GALT1C1,Xq24,AMP,1.20%,,,,,,,
,C4ORF27,4q33,HOMDEL,0.60%,,,,,,,
,C4ORF33,4q28.2,AMP,1.80%,,,,,,,
,C4ORF45,4q32.1,AMP,0.60%,,,,,,,
,C4ORF46,4q32.1,AMP,0.60%,,,,,,,
,C4ORF51,4q31.21,AMP,2.90%,,,,,,,
,C8ORF44,8q13.1,AMP,8.80%,,,,,,,
,C8ORF44-SGK3,,AMP,9.40%,,,,,,,
,CBR4,4q32.3,HOMDEL,0.60%,,,,,,,
,CCRN4L,4q31.1,AMP,1.80%,,,,,,,
,CD24,6q21,AMP,6.50%,,,,,,,
,CDY2A,Yq11.221,AMP,5.90%,,,,,,,
,CDY2B,Yq11.222,AMP,5.90%,,,,,,,
,CEP44,4q34,HOMDEL,1.20%,,,,,,,
,CHEK2P2,15q11.1,HOMDEL,2.90%,,,,,,,
,CLCN3,4q33,HOMDEL,0.60%,,,,,,,
,CLGN,4q28.3-q31.1,AMP,1.80%,,,,,,,
,CLIC2,Xq28,AMP,3.50%,,,,,,,
,CLN8,8p23,AMP,2.90%,,,,,,,
,CMC4,Xq28,AMP,3.50%,,,,,,,
,COPS5,8q13.1,AMP,9.40%,,,,,,,
,CPE,4q32.3,AMP,0.60%,,,,,,,
,CSPP1,8q13.2,AMP,9.40%,,,,,,,
,CT83,Xq23,AMP,1.20%,,,,,,,
,CTAG1A,Xq28,AMP,3.50%,,,,,,,
,CTAG1B,Xq28,AMP,3.50%,,,,,,,
,CTAG2,Xq28,AMP,3.50%,,,,,,,
,CTSO,4q32.1,AMP,0.60%,,,,,,,
