MO_1095-Tumor,,,,,,,,,,,,
CRPC,,,,,,,,,,,,
soft tissue,,,,,,,,,,,,
,A4GNT,3p14.3,AMP,NA,2.90%,,,,,,,
,ACOXL,2q13,AMP,NA,7.60%,,,,,,,
,ACTA2,10q23.3,HOMDEL,34%,4.10%,,,,,,,
,AMD1,6q21,HOMDEL,32%,2.40%,,,,,,,
,AMOTL2,3q21-q22,AMP,48%,2.40%,,,,,,,
,ANAPC1,2q12.1,AMP,52%,27.60%,,,,,,,
,ANKRD20A9P,13q11,HOMDEL,NA,10.60%,,,,,,,
,ANKRD22,10q23.31,HOMDEL,16%,4.10%,,,,,,,
,ANKRD26P3,13q12.11,HOMDEL,NA,10.60%,,,,,,,
,ARMC8,3q22.3,AMP,96%,2.90%,,,,,,,
,ATAD1,10q23.31,HOMDEL,8%,12.90%,,,,,,,
,ATP11B,3q27,AMP,90%,4.70%,,,,,,,
,BCL2L11,2q13,AMP,34%,11.80%,,,,,,,
,BUB1,2q14,AMP,28%,7.60%,,,,,,,
,CEP70,3q22.3,AMP,100%,3.50%,,,,,,,
,CFL1P1,10q23.31,HOMDEL,NA,14.10%,,,,,,,
,CH25H,10q23,HOMDEL,NA,4.10%,,,,,,,
,CLDN18,3q22.3,AMP,NA,2.40%,,,,,,,
,DBR1,3q22.3,AMP,64%,2.90%,,,,,,,
,DCUN1D1,3q26.3,AMP,92%,4.70%,,,,,,,
,DDX4,5p15.2-p13.1,HOMDEL,NA,2.90%,,,,,,,
,DNAJB8,3q21.3,AMP,NA,2.40%,,,,,,,
,DNAJB8-AS1,3q21.3,AMP,NA,2.40%,,,,,,,
,DZIP1L,3q22.3,AMP,56%,2.40%,,,,,,,
,EEFSEC,3q21.3,AMP,90%,2.40%,,,,,,,
,ESYT3,3q22.3,AMP,60%,2.90%,,,,,,,
,FAIM,3q22.3,AMP,94%,4.10%,,,,,,,
,FAS,10q24.1,HOMDEL,NA,4.10%,,,,,,,
,FAS-AS1,10q24.1,HOMDEL,NA,4.10%,,,,,,,
,FLJ46066,3q26.33,AMP,NA,4.10%,,,,,,,
,FOLH1,11p11.2,AMP,68%,7.10%,,,,,,,
,FOLH1B,11q14.3,AMP,58%,4.70%,,,,,,,
,GTF3C6,6q21,HOMDEL,66%,1.80%,,,,,,,
,IFIT1,10q23.31,HOMDEL,12%,2.90%,,,,,,,
,IFIT1B,10q23.31,HOMDEL,NA,2.90%,,,,,,,
,IFIT2,10q23.31,HOMDEL,12%,2.90%,,,,,,,
,IFIT3,10q24,HOMDEL,14%,2.90%,,,,,,,
,IL20RB,3q22.3,AMP,NA,2.40%,,,,,,,
,IL31RA,5q11.2,HOMDEL,NA,2.90%,,,,,,,
,IL6ST,5q11.2,HOMDEL,8%,3.50%,,,,,,,
,KLLN,10q23,HOMDEL,NA,14.10%,,,,,,,
,LIMS3,2q13,AMP,NA,6.50%,,,,,,,
,LIMS3-LOC440895,2q13,AMP,NA,6.50%,,,,,,,
,LIMS3L,2q13,AMP,NA,6.50%,,,,,,,
,LINC00116,2q13,AMP,96%,6.50%,,,,,,,
,LINC00421,13q12.11,HOMDEL,NA,10.60%,,,,,,,
,LINC00442,13q12.11,HOMDEL,NA,10.60%,,,,,,,
,LIPA,10q23.2-q23.3,HOMDEL,88%,4.10%,,,,,,,
,LIPF,10q23.31,HOMDEL,NA,7.10%,,,,,,,
,LIPJ,10q23.31,HOMDEL,NA,8.20%,,,,,,,
,LIPK,10q23.31,HOMDEL,NA,6.50%,,,,,,,
,LIPM,10q23.31,HOMDEL,14%,5.30%,,,,,,,
,LIPN,10q23.31,HOMDEL,NA,5.30%,,,,,,,
,LOC100288570,2q13,AMP,NA,6.50%,,,,,,,
,LOC100507334,,AMP,NA,6.50%,,,,,,,
,LOC440040,11p11.12,AMP,NA,6.50%,,,,,,,
,LOC440895,2q13,AMP,NA,6.50%,,,,,,,
,LOC441601,11p11.12,AMP,NA,4.70%,,,,,,,
,LOC646813,11p11.12,AMP,NA,4.70%,,,,,,,
,MALL,2q13,AMP,96%,6.50%,,,,,,,
,MCCC1,3q27,AMP,96%,4.70%,,,,,,,
,MINPP1,10q23,HOMDEL,2%,7.10%,,,,,,,
,MIR-1280/1280,,AMP,NA,2.40%,,,,,,,
,MIR-4267/4267,,AMP,NA,6.50%,,,,,,,
,MIR4267,,AMP,NA,6.50%,,,,,,,
,MIR4435-1,,AMP,NA,8.20%,,,,,,,
,MIR4435-2,,AMP,NA,8.20%,,,,,,,
,MIR4436B1,,AMP,NA,6.50%,,,,,,,
,MIR4679-1,,HOMDEL,NA,4.10%,,,,,,,
,MIR4679-2,,HOMDEL,NA,4.10%,,,,,,,
,MIR4788,,AMP,NA,2.40%,,,,,,,
,MRAS,3q22.3,AMP,36%,3.50%,,,,,,,
,NCK1,3q21,AMP,86%,2.40%,,,,,,,
,NME9,3q22.3,AMP,92%,2.90%,,,,,,,
,NOX4,11q14.2-q21,AMP,90%,5.30%,,,,,,,
,NPHP1,2q13,AMP,60%,6.50%,,,,,,,
,OR10AG1,11q11,AMP,NA,4.70%,,,,,,,
,OR4A15,11q11,AMP,NA,4.70%,,,,,,,
,OR4A16,11q11,AMP,NA,4.70%,,,,,,,
,OR4A5,11p11.12,AMP,NA,4.70%,,,,,,,
,OR4C11,11q11,AMP,NA,4.70%,,,,,,,
,OR4C12,11p11.12,AMP,NA,6.50%,,,,,,,
,OR4C13,11p11.12,AMP,NA,6.50%,,,,,,,
,OR4C15,11q11,AMP,NA,4.70%,,,,,,,
,OR4C16,11q11,AMP,NA,4.70%,,,,,,,
,OR4C46,11p11.12,AMP,NA,4.70%,,,,,,,
,OR4C6,11q11,AMP,NA,4.70%,,,,,,,
,OR4P4,11q12.1,AMP,NA,4.70%,,,,,,,
,OR4S2,11q11,AMP,NA,4.70%,,,,,,,
,OR5AS1,11q12.1,AMP,NA,4.70%,,,,,,,
,OR5D13,11q11,AMP,NA,4.70%,,,,,,,
,OR5D14,11q11,AMP,NA,4.70%,,,,,,,
,OR5D16,11q11,AMP,NA,4.70%,,,,,,,
,OR5D18,11q11,AMP,NA,4.70%,,,,,,,
,OR5F1,11q12.1,AMP,NA,4.70%,,,,,,,
,OR5I1,11q11,AMP,NA,4.70%,,,,,,,
,OR5J2,11q11,AMP,NA,4.70%,,,,,,,
,OR5L1,11q11,AMP,NA,4.70%,,,,,,,
,OR5L2,11q11,AMP,NA,4.70%,,,,,,,
,OR5T2,11q12.1,AMP,NA,4.70%,,,,,,,
,OR5T3,11q12.1,AMP,NA,4.70%,,,,,,,
,OR5W2,11q11,AMP,NA,4.70%,,,,,,,
,OR7E5P,11q12.1,AMP,NA,4.70%,,,,,,,
,OR8H2,11q12.1,AMP,NA,4.70%,,,,,,,
,OR8H3,11q12.1,AMP,NA,4.70%,,,,,,,
,OR8I2,11q12.1,AMP,NA,4.70%,,,,,,,
