MO_1162-Tumor,,,,,,,,,,,
CRPC,,,,,,,,,,,
?,,,,,,,,,,,
,AARS2,6p21.1,AMP,1.80%,,,,,,,
,ABCD1,Xq28,AMP,3.50%,,,,,,,
,ABHD2,15q26.1,AMP,0.60%,,,,,,,
,ACACB,12q24.11,AMP,0.60%,,,,,,,
,ACE2,Xp22,AMP,4.10%,,,,,,,
,ACTRT3,3q26.2,AMP,5.90%,,,,,,,
,ACY3,11q13.2,AMP,4.70%,,,,,,,
,ADAM15,1q21.3,AMP,4.70%,,,,,,,
,ADAM17,2p25,AMP,1.80%,,,,,,,
,ADAMTS10,19p13.2,AMP,1.80%,,,,,,,
,ADAMTS9-AS2,,AMP,1.20%,,,,,,,
,ADAMTSL4,1q21.3,AMP,6.50%,,,,,,,
,ADAR,1q21.3,AMP,4.10%,,,,,,,
,ADCY10,1q24,AMP,1.20%,,,,,,,
,ADRBK1,11q13.1,AMP,6.50%,,,,,,,
,AFF2,Xq28,AMP,1.20%,,,,,,,
,AIP,11q13.3,AMP,5.30%,,,,,,,
,ALDH3B1,11q13,AMP,4.70%,,,,,,,
,ALDH3B2,11q13,AMP,4.70%,,,,,,,
,ALKBH2,12q24.11,AMP,0.60%,,,,,,,
,ALOX5AP,13q12,AMP,3.50%,,,,,,,
,ALPI,2q37.1,AMP,1.80%,,,,,,,
,ALPL,1p36.12,AMP,0.60%,,,,,,,
,ALPP,2q37,AMP,1.80%,,,,,,,
,ALPPL2,2q37,AMP,1.80%,,,,,,,
,ANAPC1,2q12.1,AMP,27.60%,,,,,,,
,ANAPC7,12q24.11,AMP,0.60%,,,,,,,
,ANGPTL4,19p13.3,AMP,1.20%,,,,,,,
,ANGPTL6,19p13.2,AMP,1.80%,,,,,,,
,ANKRD13A,12q24.11,AMP,0.60%,,,,,,,
,ANKRD13D,11q13.2,AMP,5.90%,,,,,,,
,ANKRD20A9P,13q11,HOMDEL,10.60%,,,,,,,
,ANKRD26P3,13q12.11,HOMDEL,10.60%,,,,,,,
,ANKRD36BP1,1q24.2,AMP,1.20%,,,,,,,
,ANO1,11q13.3,AMP,5.90%,,,,,,,
,ANO4,12q23.1,AMP,0.60%,,,,,,,
,ANP32E,1q21.2,AMP,5.30%,,,,,,,
,ANPEP,15q25-q26,AMP,1.20%,,,,,,,
,ANXA9,1q21,AMP,5.90%,,,,,,,
,AP1S2,Xp22.2,AMP,4.10%,,,,,,,
,AP3S2,15q26.1,AMP,1.20%,,,,,,,
,APCDD1L,20q13.32,AMP,4.10%,,,,,,,
,APH1A,1p36.13-q31.3,AMP,5.30%,,,,,,,
,AQP10,1q21.3,AMP,5.30%,,,,,,,
,ARHGAP4,Xq28,AMP,2.90%,,,,,,,
,ARHGEF6,Xq26.3,AMP,1.20%,,,,,,,
,ARL1,12q23.2,AMP,0.60%,,,,,,,
,ARMC9,2q37.1,AMP,1.20%,,,,,,,
,ARNT,1q21,AMP,5.90%,,,,,,,
,ARPC3,12q24.11,AMP,0.60%,,,,,,,
,ASAP2,2p25|2p24,AMP,2.40%,,,,,,,
,ASB11,Xp22.31,AMP,4.10%,,,,,,,
,ASB9,Xp22.2,AMP,4.10%,,,,,,,
,ASCL1,12q23.2,AMP,1.80%,,,,,,,
,ASCL4,12q23.3,AMP,0.60%,,,,,,,
,ASH1L,1q22,AMP,3.50%,,,,,,,
,ATP11B,3q27,AMP,4.70%,,,,,,,
,ATP11C,Xq27.1,AMP,1.20%,,,,,,,
,ATP2A2,12q24.11,AMP,0.60%,,,,,,,
,ATP2B1,12q21.3,AMP,1.20%,,,,,,,
,ATP2B3,Xq28,AMP,2.90%,,,,,,,
,ATP5A1,18q21,AMP,1.20%,,,,,,,
,ATP5E,20q13.32,AMP,3.50%,,,,,,,
,ATP6AP1,Xq28,AMP,4.70%,,,,,,,
,ATP8B2,1q21.3,AMP,5.30%,,,,,,,
,ATXN3L,Xp22.2,AMP,4.70%,,,,,,,
,AURKA,20q13,AMP,1.80%,,,,,,,
,AVPR2,Xq28,AMP,2.90%,,,,,,,
,B3GNT5,3q28,AMP,3.50%,,,,,,,
,B3GNT7,2q37.1|2q37.1,AMP,1.20%,,,,,,,
,BCAP31,Xq28,AMP,3.50%,,,,,,,
,BCAS1,20q13.2,AMP,1.80%,,,,,,,
,BCL2L11,2q13,AMP,11.80%,,,,,,,
,BEND2,Xp22.13,AMP,4.70%,,,,,,,
,BGN,Xq28,AMP,2.40%,,,,,,,
,BLM,15q26.1,AMP,0.60%,,,,,,,
,BMP7,20q13,AMP,1.80%,,,,,,,
,BMX,Xp22.2,AMP,4.10%,,,,,,,
,BNIPL,1q21.3,AMP,5.30%,,,,,,,
,BRCC3,Xq28,AMP,3.50%,,,,,,,
,BRS3,Xq26.3,AMP,1.80%,,,,,,,
,BTBD11,12q23.3,AMP,1.80%,,,,,,,
,BTG1,12q22,AMP,1.20%,,,,,,,
,C11ORF24,11q13,AMP,4.70%,,,,,,,
,C12ORF29,12q21.32,AMP,1.20%,,,,,,,
,C12ORF42,12q23.2,AMP,1.80%,,,,,,,
,C12ORF49,12q24.22,AMP,5.30%,,,,,,,
,C12ORF50,12q21.32,AMP,1.20%,,,,,,,
,C12ORF73,12q23.3,AMP,1.80%,,,,,,,
,C12ORF74,12q22,AMP,1.20%,,,,,,,
,C12ORF76,12q24.11,AMP,0.60%,,,,,,,
,C14ORF28,14q21.2,AMP,1.20%,,,,,,,
,C14ORF39,14q23.1,AMP,1.20%,,,,,,,
,C15ORF38,15q26.1,AMP,1.20%,,,,,,,
,C15ORF38-AP3S2,15q,AMP,1.20%,,,,,,,
,C15ORF61,15q23,AMP,1.80%,,,,,,,
,C18ORF25,18q21.1,AMP,0.60%,,,,,,,
,C19ORF66,19p13.2,AMP,1.80%,,,,,,,
,C1ORF189,1q21.3,AMP,5.30%,,,,,,,
,C1ORF43,1q21.2,AMP,5.30%,,,,,,,
,C1ORF54,1q21.2,AMP,5.30%,,,,,,,
,C1ORF56,1q21.3,AMP,5.30%,,,,,,,
,C20ORF85,20q13.32,AMP,3.50%,,,,,,,
,C2CD4D,1q21.3,AMP,5.30%,,,,,,,
,C2ORF48,2p25.1,AMP,1.20%,,,,,,,
,C2ORF57,2q37.1,AMP,1.20%,,,,,,,
,C2ORF61,2p21,AMP,0.60%,,,,,,,
,C2ORF72,2q37.1,AMP,1.80%,,,,,,,
,C2ORF82,2q37.1,AMP,0.60%,,,,,,,
,C3P1,19p13.2,AMP,1.20%,,,,,,,
,C6ORF141,6p12.3,AMP,2.40%,,,,,,,
,C6ORF223,6p21.1,AMP,2.40%,,,,,,,
,CA14,1q21,AMP,5.30%,,,,,,,
,CA5B,Xp21.1,AMP,4.10%,,,,,,,
