MO_1176-Tumor,,,,,,,,,,,
CRPC,,,,,,,,,,,
?,,,,,,,,,,,
,AACS,12q24.31,AMP,1.20%,,,,,,,
,ABCB9,12q24,AMP,1.80%,,,,,,,
,ABHD13,13q33.3,AMP,1.20%,,,,,,,
,ACADS,12q24.31,AMP,4.10%,,,,,,,
,ANAPC5,12q24.31,AMP,4.70%,,,,,,,
,ANKRD10,13q34,AMP,2.40%,,,,,,,
,ANKRD20A9P,13q11,AMP,23.50%,,,,,,,
,ANKRD26P3,13q12.11,AMP,23.50%,,,,,,,
,ARHGEF7,13q34,AMP,2.40%,,,,,,,
,ARL6IP4,12q24.31,AMP,2.90%,,,,,,,
,ARPP19,15q21.2,AMP,1.80%,,,,,,,
,ATP11A,13q34,AMP,1.80%,,,,,,,
,ATP11AUN,13q34,AMP,1.20%,,,,,,,
,ATP6V0A2,12q24.31,AMP,1.20%,,,,,,,
,B3GNT4,12q24,AMP,3.50%,,,,,,,
,BCL2L10,15q21,AMP,1.80%,,,,,,,
,BCL7A,12q24.13,AMP,2.40%,,,,,,,
,BMS1,10q11.21,AMP,4.70%,,,,,,,
,BRI3BP,12q24.31,AMP,1.20%,,,,,,,
,C12ORF43,12q24.31,AMP,4.10%,,,,,,,
,C12ORF49,12q24.22,AMP,5.30%,,,,,,,
,C12ORF65,12q24.31,AMP,1.20%,,,,,,,
,CABP1,12q24.31,AMP,4.10%,,,,,,,
,CAMKK2,12q24.2,AMP,4.10%,,,,,,,
,CARKD,13q34,AMP,2.90%,,,,,,,
,CARS2,13q34,AMP,2.40%,,,,,,,
,CCDC60,12q24.23,AMP,2.90%,,,,,,,
,CCDC62,12q24.31,AMP,1.20%,,,,,,,
,CCDC64,12q24.23,AMP,3.50%,,,,,,,
,CCDC92,12q24.31,AMP,2.40%,,,,,,,
,CDK2AP1,12q24.31,AMP,1.20%,,,,,,,
,CIT,12q24,AMP,3.50%,,,,,,,
,CLIP1,12q24.3,AMP,1.20%,,,,,,,
,COL4A1,13q34,AMP,1.80%,,,,,,,
,COL4A2,13q34,AMP,1.80%,,,,,,,
,COQ5,12q24.31,AMP,4.70%,,,,,,,
,COX6A1,12q24.2|12q24.2,AMP,5.30%,,,,,,,
,DDX55,12q24.31,AMP,1.80%,,,,,,,
,DENR,12q24.31,AMP,1.20%,,,,,,,
,DHX37,12q24.31,AMP,1.80%,,,,,,,
,DIABLO,12q24.31,AMP,1.80%,,,,,,,
,DIAPH3,13q21.2,AMP,1.20%,,,,,,,
,DNAH10,12q24.31,AMP,1.20%,,,,,,,
,DYNLL1,12q24.23,AMP,4.70%,,,,,,,
,EIF2B1,12q24.31,AMP,1.80%,,,,,,,
,FAM101A,12q24.31,AMP,2.40%,,,,,,,
,FAM155A,13q33.3,AMP,1.20%,,,,,,,
,FAM214A,15q21.2-q21.3,AMP,1.80%,,,,,,,
,FARP1,13q32.2,AMP,0.60%,,,,,,,
,FBXO21,12q24.22,AMP,5.30%,,,,,,,
,FBXW8,12q24.22,AMP,5.30%,,,,,,,
,FLJ37505,12q24.32,AMP,1.20%,,,,,,,
,GATC,12q24.31,AMP,5.30%,,,,,,,
,GATSL2,7q11.23,AMP,21.80%,,,,,,,
,GCN1L1,12q24.2,AMP,3.50%,,,,,,,
,GNB5,15q21.2,AMP,1.80%,,,,,,,
,GTF2H3,12q24.31,AMP,1.20%,,,,,,,
,GTF2I,7q11.23,AMP,22.40%,,,,,,,
,GTF2IRD2,7q11.23,AMP,19.40%,,,,,,,
,GTF2IRD2B,7q11.23,AMP,19.40%,,,,,,,
,HCAR1,12q24.31,AMP,1.20%,,,,,,,
,HCAR2,12q24.31,AMP,1.20%,,,,,,,
,HCAR3,12q24.31,AMP,1.20%,,,,,,,
,HIP1R,12q24,AMP,4.10%,,,,,,,
,HNF1A,12q24.2,AMP,4.10%,,,,,,,
,HNF1A-AS1,12q24.31,AMP,4.10%,,,,,,,
