MO_1184-Tumor,,,,,,,,,,,,
CRPC,,,,,,,,,,,,
Liver,,,,,,,,,,,,
,ANAPC1,2q12.1,AMP,48%,27.60%,,,,,,,
,BPY2,Yq11,HOMDEL,NA,10.00%,,,,,,,
,BPY2B,Yq11.223,HOMDEL,NA,10.00%,,,,,,,
,BPY2C,Yq11.223,HOMDEL,NA,10.00%,,,,,,,
,C14ORF28,14q21.2,AMP,98%,1.20%,,,,,,,
,CDY1,Yq11.23,HOMDEL,NA,14.10%,,,,,,,
,CDY1B,Yq11.223,HOMDEL,NA,14.10%,,,,,,,
,CSPG4P1Y,Yq11.23,HOMDEL,NA,14.10%,,,,,,,
,DAZ1,Yq11.223,HOMDEL,34%,10.60%,,,,,,,
,DAZ2,Yq11.223,HOMDEL,34%,12.40%,,,,,,,
,DAZ3,Yq11.223,HOMDEL,42%,12.40%,,,,,,,
,DAZ4,Yq11.223,HOMDEL,58%,11.80%,,,,,,,
,FAM179B,14q21.2,AMP,88%,1.20%,,,,,,,
,FANCM,14q21.2,AMP,84%,0.60%,,,,,,,
,FKBP3,14q21.2,AMP,56%,1.20%,,,,,,,
,FSCB,14q21.2,AMP,NA,0.60%,,,,,,,
,GOLGA2P2Y,Yq11.23,HOMDEL,NA,14.10%,,,,,,,
,GOLGA2P3Y,Yq11.223,HOMDEL,NA,14.10%,,,,,,,
,GON4L,1q22,AMP,92%,1.80%,,,,,,,
,KLHL28,14q21.2,AMP,NA,1.20%,,,,,,,
,LRFN5,14q21.1,AMP,NA,0.60%,,,,,,,
,MIS18BP1,14q21.2,AMP,96%,0.60%,,,,,,,
,PRPF39,14q21.2,AMP,100%,1.20%,,,,,,,
,PRY,Yq11.223,AMP,NA,15.90%,,,,,,,
,PRY2,Yq11.223,AMP,NA,15.90%,,,,,,,
,RBMY1A1,Yq11.223,AMP,82%,12.90%,,,,,,,
,RBMY1B,Yq11.223,AMP,90%,14.10%,,,,,,,
,RBMY1D,Yq11.223,AMP,NA,14.10%,,,,,,,
,RBMY1E,Yq11.223,AMP,92%,15.30%,,,,,,,
,RBMY1F,Yq11.223,AMP,92%,13.50%,,,,,,,
,RBMY1J,Yq11.223,AMP,NA,13.50%,,,,,,,
,RBMY2FP,Yq11.223,AMP,NA,11.80%,,,,,,,
,SNORD127,14q21.3,AMP,NA,1.20%,,,,,,,
