MO_1130-Tumor,,,,,,,,,,,
CRPC,,,,,,,,,,,
bone,,,,,,,,,,,
,ABCC1,16p13.1,AMP,4.10%,,,,,,,
,ABCC6,16p13.1,AMP,4.10%,,,,,,,
,ABCC6P1,16p12.3,AMP,4.10%,,,,,,,
,ABCC6P2,16p13.11,AMP,4.10%,,,,,,,
,ABCD1,Xq28,AMP,3.50%,,,,,,,
,ABHD10,3q13.2,HOMDEL,0.60%,,,,,,,
,ABI3BP,3q12,HOMDEL,0.60%,,,,,,,
,ACSF3,16q24.3,HOMDEL,2.40%,,,,,,,
,ACTA2,10q23.3,HOMDEL,4.10%,,,,,,,
,ADAD2,16q24.1,HOMDEL,5.30%,,,,,,,
,ADAM18,8p11.22,HOMDEL,2.90%,,,,,,,
,ADAM2,8p11.2,HOMDEL,2.90%,,,,,,,
,ADAM28,8p21.2,HOMDEL,5.30%,,,,,,,
,ADAM32,8p11.22,HOMDEL,2.90%,,,,,,,
,ADAM3A,8p11.23,HOMDEL,2.40%,,,,,,,
,ADAM5,8p11.22,HOMDEL,2.40%,,,,,,,
,ADAM7,8p21.2,HOMDEL,5.90%,,,,,,,
,ADAM9,8p11.22,HOMDEL,2.90%,,,,,,,
,ADAMDEC1,8p21.2,HOMDEL,5.30%,,,,,,,
,ADAMTS18,16q23,HOMDEL,4.10%,,,,,,,
,ADAT1,16q23.1,HOMDEL,4.70%,,,,,,,
,ADRA1A,8p21.2,HOMDEL,5.90%,,,,,,,
,ADRB3,8p12,HOMDEL,2.90%,,,,,,,
,AFG3L1P,16q24.3,HOMDEL,2.40%,,,,,,,
,AGPAT5,8p23.1,HOMDEL,4.10%,,,,,,,
,AGPAT6,8p11.21,HOMDEL,2.40%,,,,,,,
,AHDC1,1p36.13,HOMDEL,1.80%,,,,,,,
,ALCAM,3q13.1,HOMDEL,0.60%,,,,,,,
,ANGPT2,8p23.1,HOMDEL,4.10%,,,,,,,
,ANK1,8p11.1,HOMDEL,2.40%,,,,,,,
,ANKRD11,16q24.3,HOMDEL,2.40%,,,,,,,
,ANKRD20A9P,13q11,HOMDEL,10.60%,,,,,,,
,ANKRD22,10q23.31,HOMDEL,4.10%,,,,,,,
,ANKRD26P3,13q12.11,HOMDEL,10.60%,,,,,,,
,ANKRD46,8q22.2,AMP,7.60%,,,,,,,
,ANXA2P1,4q31.3,AMP,1.20%,,,,,,,
,AP1G1,16q23,HOMDEL,4.10%,,,,,,,
,AP3M2,8p11.2,HOMDEL,2.40%,,,,,,,
,APRT,16q24,HOMDEL,2.40%,,,,,,,
,ARFIP1,4q31.3,AMP,1.20%,,,,,,,
,ARHGAP10,4q31.23,AMP,2.90%,,,,,,,
,ARHGAP4,Xq28,AMP,2.90%,,,,,,,
,ARHGEF10,8p23,HOMDEL,2.90%,,,,,,,
,ARID1A,1p35.3,HOMDEL,1.80%,,,,,,,
,ARL13B,3q11.1,HOMDEL,1.20%,,,,,,,
,ARL6,3q11.2,HOMDEL,0.60%,,,,,,,
,ARL6IP1,16p12-p11.2,AMP,8.80%,,,,,,,
,ARSJ,4q26,HOMDEL,0.60%,,,,,,,
,ASAH1,8p22,HOMDEL,4.10%,,,,,,,
,ASH2L,8p11.2,HOMDEL,2.90%,,,,,,,
,ATAD1,10q23.31,HOMDEL,12.90%,,,,,,,
,ATG3,3q13.2,HOMDEL,0.60%,,,,,,,
,ATMIN,16q23.2,HOMDEL,5.30%,,,,,,,
,ATP2C2,16q24.1,HOMDEL,5.30%,,,,,,,
,ATP6AP1,Xq28,AMP,4.70%,,,,,,,
,ATP6V0D2,,AMP,6.50%,,,,,,,
,ATP6V1B2,8p21.3,HOMDEL,3.50%,,,,,,,
,ATP6V1C1,8q22.3,AMP,5.90%,,,,,,,
,ATPIF1,1p35.3,HOMDEL,1.80%,,,,,,,
,ATXN1L,16q22.2,HOMDEL,4.10%,,,,,,,
,AVPR2,Xq28,AMP,2.90%,,,,,,,
,AZIN1,8q22.3,AMP,5.30%,,,,,,,
,BAALC,8q22.3,AMP,6.50%,,,,,,,
,BAALCOS,8q22.3,AMP,6.50%,,,,,,,
,BAG4,8p11.23,HOMDEL,2.90%,,,,,,,
,BANP,16q24,HOMDEL,2.90%,,,,,,,
,BBX,3q13.1,HOMDEL,0.60%,,,,,,,
,BCAR1,16q23.1,HOMDEL,2.90%,,,,,,,
,BCMO1,16q23.2,HOMDEL,5.90%,,,,,,,
,BIN3,8p21.3,HOMDEL,2.90%,,,,,,,
,BLK,8p23-p22,HOMDEL,2.90%,,,,,,,
,BMP1,8p21.3,HOMDEL,2.90%,,,,,,,
,BNIP3L,8p21,HOMDEL,5.90%,,,,,,,
,BRCC3,Xq28,AMP,3.50%,,,,,,,
,BRF2,8p11.23,HOMDEL,2.90%,,,,,,,
,BTLA,3q13.2,HOMDEL,0.60%,,,,,,,
,C16ORF3,16q24.3,HOMDEL,2.40%,,,,,,,
,C16ORF45,16p13.11,AMP,4.10%,,,,,,,
,C16ORF46,16q23.2,HOMDEL,5.30%,,,,,,,
