MO_1054-Tumor,,,,,,,,,,,,
CRPC,,,,,,,,,,,,
prostate,,,,,,,,,,,,
,ANKRD20A9P,13q11,AMP,NA,23.50%,,,,,,,
,ANKRD26P3,13q12.11,AMP,NA,23.50%,,,,,,,
,ATAD1,10q23.31,HOMDEL,12%,12.90%,,,,,,,
,CCDC138,2q12.3,HOMDEL,NA,1.80%,,,,,,,
,CFL1P1,10q23.31,HOMDEL,NA,14.10%,,,,,,,
,EDAR,2q13,HOMDEL,NA,1.80%,,,,,,,
,KLLN,10q23,HOMDEL,NA,14.10%,,,,,,,
,LINC00421,13q12.11,AMP,NA,23.50%,,,,,,,
,LINC00442,13q12.11,AMP,NA,23.50%,,,,,,,
,LIPF,10q23.31,HOMDEL,NA,7.10%,,,,,,,
,LIPJ,10q23.31,HOMDEL,NA,8.20%,,,,,,,
,LIPK,10q23.31,HOMDEL,NA,6.50%,,,,,,,
,LIPM,10q23.31,HOMDEL,80%,5.30%,,,,,,,
,LIPN,10q23.31,HOMDEL,NA,5.30%,,,,,,,
,MIR-4265/4265,,HOMDEL,NA,1.80%,,,,,,,
,MIR-4266/4266,,HOMDEL,NA,1.80%,,,,,,,
,MIR4265,,HOMDEL,NA,1.80%,,,,,,,
,MIR4266,,HOMDEL,NA,1.80%,,,,,,,
,MPHOSPH8,13q12.11,AMP,82%,20.00%,,,,,,,
,PAPSS2,10q24,HOMDEL,16%,11.20%,,,,,,,
,PHF2P1,13q11,AMP,NA,23.50%,,,,,,,
,PSPC1,13q12.11,AMP,62%,20.00%,,,,,,,
,PTEN,10q23.3,HOMDEL,26%,14.10%,,,,,,,
,RANBP2,2q12.3,HOMDEL,78%,0.60%,,,,,,,
,RNLS,10q23.31,HOMDEL,NA,9.40%,,,,,,,
,Sep-10,2q13,HOMDEL,84%,1.80%,,,,,,,
,SH3RF3,2q13,HOMDEL,92%,1.80%,,,,,,,
,TPTE2,13q12.11,AMP,NA,23.50%,,,,,,,
,TUBA3C,13q11,AMP,NA,23.50%,,,,,,,
,ZMYM5,13q12,AMP,82%,20.00%,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
