SC_9063-Tumor,,,,,,,,,,,,
CRPC,,,,,,,,,,,,
Iliac Crest,,,,,,,,,,,,
,ACTA2,10q23.3,HOMDEL,4.10%,,,,,,,,
,ADAMTS14,10q21,AMP,3.50%,,,,,,,,
,ADK,10q22|10q11-q24,AMP,4.10%,,,,,,,,
,ADO,10q21.3,AMP,5.90%,,,,,,,,
,AGAP5,10q22.2,AMP,4.70%,,,,,,,,
,AIFM2,10q22.1,AMP,3.50%,,,,,,,,
,ANAPC16,10q22.1,AMP,4.10%,,,,,,,,
,ANK3,10q21,AMP,5.90%,,,,,,,,
,ANKEF1,20p12.2,AMP,1.80%,,,,,,,,
,ANKRD22,10q23.31,HOMDEL,4.10%,,,,,,,,
,ANXA2P3,10q21.3,AMP,4.70%,,,,,,,,
,ANXA7,10q22.2,AMP,3.50%,,,,,,,,
,AP3M1,10q22.2,AMP,3.50%,,,,,,,,
,ARID5B,10q21.2,AMP,5.90%,,,,,,,,
,ASCC1,10pter-q25.3,AMP,4.10%,,,,,,,,
,ATAD1,10q23.31,HOMDEL,12.90%,,,,,,,,
,ATOH7,10q21.3|10q21.3-q22.1,AMP,2.90%,,,,,,,,
,ATP1B2,17p13.1,HOMDEL,4.70%,,,,,,,,
,BICC1,10q21.1,AMP,2.90%,,,,,,,,
,BMS1P4,10q22.2,AMP,4.70%,,,,,,,,
,BTBD3,20p12.2,AMP,1.80%,,,,,,,,
,C10ORF105,10q22.1,AMP,3.50%,,,,,,,,
,C10ORF107,10q21.2,AMP,5.90%,,,,,,,,
,C10ORF11,10q22.3,AMP,5.30%,,,,,,,,
,C10ORF35,10q22.1,AMP,3.50%,,,,,,,,
,C10ORF40,10q21.2,AMP,5.90%,,,,,,,,
,C10ORF54,10q22.1,AMP,4.70%,,,,,,,,
,C10ORF55,10q22.2,AMP,4.70%,,,,,,,,
,CAMK2G,10q22,AMP,5.90%,,,,,,,,
,CCAR1,10q21.3,AMP,2.90%,,,,,,,,
,CCDC6,10q21,AMP,5.90%,,,,,,,,
,CDH23,10q22.1,AMP,4.70%,,,,,,,,
,CDK1,10q21.1,AMP,6.50%,,,,,,,,
,CFL1P1,10q23.31,HOMDEL,14.10%,,,,,,,,
,CH25H,10q23,HOMDEL,4.10%,,,,,,,,
,CHCHD1,10q22.2,AMP,4.70%,,,,,,,,
,CHST3,10q22.1,AMP,4.10%,,,,,,,,
,CISD1,10q21.1,AMP,2.40%,,,,,,,,
,COL13A1,10q22,AMP,3.50%,,,,,,,,
,COMTD1,10q22.2,AMP,5.30%,,,,,,,,
,CTNNA3,10q22.2,AMP,4.10%,,,,,,,,
,DDIT4,10q22.1,AMP,4.10%,,,,,,,,
,DDX21,10q21,AMP,2.90%,,,,,,,,
,DDX50,10q22.1,AMP,2.90%,,,,,,,,
