SC_9066-Tumor,,,,,,,,,,,,
CRPC,,,,,,,,,,,,
Iliac Crest,,,,,,,,,,,,
,ABCA7,19p13.3,AMP,1.20%,,,,,,,,
,ABCB8,7q36,AMP,4.70%,,,,,,,,
,ABCF2,7q36,AMP,1.20%,,,,,,,,
,ABHD11,7q11.23,AMP,2.40%,,,,,,,,
,ACTR3C,7q36.1,AMP,3.50%,,,,,,,,
,AGAP3,7q36.1,AMP,4.70%,,,,,,,,
,AGK,7q34,AMP,1.20%,,,,,,,,
,AIMP2,7p22,AMP,9.40%,,,,,,,,
,ANAPC1,2q12.1,AMP,27.60%,,,,,,,,
,ANKRD20A9P,13q11,AMP,23.50%,,,,,,,,
,ANKRD26P3,13q12.11,AMP,23.50%,,,,,,,,
,ARHGEF35,7q35,AMP,1.80%,,,,,,,,
,ARHGEF5,7q35,AMP,1.80%,,,,,,,,
,ARID3A,19p13.3,AMP,1.20%,,,,,,,,
,ARL6IP1,16p12-p11.2,AMP,8.80%,,,,,,,,
,ASB10,7q36.1,AMP,2.90%,,,,,,,,
,ASIC3,7q35,AMP,4.10%,,,,,,,,
,ATG9B,7q36.1,AMP,4.10%,,,,,,,,
,ATP6V0E2,7q36.1,AMP,3.50%,,,,,,,,
,B3GALT5,21q22.3,HOMDEL,2.40%,,,,,,,,
,BACE2,21q22.3,HOMDEL,3.50%,,,,,,,,
,BAZ1B,7q11.23,AMP,2.40%,,,,,,,,
,BCL7B,7q11.23,AMP,2.40%,,,,,,,,
,BMP5,6p12.1,AMP,2.40%,,,,,,,,
,BRWD1,21q22.2,HOMDEL,2.40%,,,,,,,,
,BRWD1-IT2,21q22.2,HOMDEL,2.40%,,,,,,,,
,C21ORF88,21q22.2,HOMDEL,2.40%,,,,,,,,
,C7ORF26,7p22.1,AMP,7.60%,,,,,,,,
,C7ORF33,7q36.1,AMP,2.90%,,,,,,,,
,C7ORF34,7q34,AMP,1.80%,,,,,,,,
,CALN1,7q11,AMP,1.20%,,,,,,,,
,CASP2,7q34-q35,AMP,1.80%,,,,,,,,
,CDK5,7q36,AMP,4.10%,,,,,,,,
,CGB,19q13.32,HOMDEL,2.90%,,,,,,,,
,CGB1,19q13.32,HOMDEL,2.90%,,,,,,,,
,CGB2,19q13.32,HOMDEL,2.90%,,,,,,,,
,CGB5,19q13.32,HOMDEL,2.40%,,,,,,,,
