MO_1192-Tumor,,,,,,,,,,,,
CRPC,,,,,,,,,,,,
Lymph Node,,,,,,,,,,,,
,ABTB2,11p13,AMP,56%,1.20%,,,,,,,
,ADIRF,10q23.2,HOMDEL,4%,1.80%,,,,,,,
,AGAP11,10q23.2,HOMDEL,4%,2.40%,,,,,,,
,AKAP12,6q24-q25,HOMDEL,60%,2.90%,,,,,,,
,AKR7A2P1,1p12,HOMDEL,62%,0.60%,,,,,,,
,AMOTL1,11q14.3,AMP,96%,0.60%,,,,,,,
,ANAPC1,2q12.1,AMP,98%,27.60%,,,,,,,
,ANKRD20A9P,13q11,AMP,NA,23.50%,,,,,,,
,ANKRD26P3,13q12.11,AMP,NA,23.50%,,,,,,,
,ANKRD49,11q21,AMP,98%,0.60%,,,,,,,
,ANO3,11p14.2,AMP,NA,0.60%,,,,,,,
,ANO5,11p14.3,AMP,26%,0.60%,,,,,,,
,ARL14EP,11p14.1,AMP,100%,0.60%,,,,,,,
,ATAD1,10q23.31,HOMDEL,6%,12.90%,,,,,,,
,BBOX1,11p14.2,AMP,24%,1.20%,,,,,,,
,BCAT1,12p12.1,AMP,36%,1.80%,,,,,,,
,BHLHE41,12p12.1,AMP,38%,1.80%,,,,,,,
,BMPR1A,10q22.3,HOMDEL,4%,1.80%,,,,,,,
,BPY2,Yq11,AMP,NA,10.60%,,,,,,,
,BPY2B,Yq11.223,AMP,NA,10.60%,,,,,,,
,BPY2C,Yq11.223,AMP,NA,10.60%,,,,,,,
,C11ORF91,11p13,AMP,60%,0.60%,,,,,,,
,C12ORF77,12p12.1,AMP,NA,1.80%,,,,,,,
,C6ORF211,6q25.1,HOMDEL,14%,2.90%,,,,,,,
,CAPRIN1,11p13,AMP,100%,0.60%,,,,,,,
,CAPZA1,1p13.2,AMP,100%,0.60%,,,,,,,
,CASC1,12p12.1,AMP,NA,1.80%,,,,,,,
,CAT,11p13,AMP,94%,0.60%,,,,,,,
,CCDC170,6q25.1,HOMDEL,NA,2.90%,,,,,,,
,CCDC34,11p14.1,AMP,72%,1.20%,,,,,,,
,CCDC73,11p13,AMP,NA,1.20%,,,,,,,
,CCDC82,11q21,AMP,54%,0.60%,,,,,,,
