,MMGT1,1
,PDHA1,1
,ZNF572,1
,TMEM139,1
,LRRC6,1
,COL4A5,1
,RPA4,1
,MIR548I4,1
,CHD9,1
,FLJ40288,1
,FER1L6-AS1,1
,HEPH,1
,NSMCE2,1
,MAGEA2,1
,GPR143,1
,MAGEB3,1
,PIR,1
,TMEM132E,1
,LOC93432,1
,MIR23C,1
,MTMR1,1
,NFIA,1
,GLRA4,1
,B4GALNT1,1
,RAB19,1
,ACSBG2,1
,LRGUK,1
,RNF32,1
,AP1S2,1
,OR6B1,1
,PNMA6A,1
,DDX53,1
,TAS2R39,1
,CHRAC1,1
,TLR8-AS1,1
,GIMAP1,1
,MAOA,1
,PABPC5,1
,FIGF,1
,ASAP1-IT1,1
,TMEM98,1
,PTK2,1
,OPHN1,1
,TRAPPC9,1
,ASCC1,1
,EIF1AX,1
,KLRG2,1
,SPANXA2,1
,SPANXN4,1
,RPL13AP17,1
,PPP1R9A,1
,TNXB,1
,CLCN4,1
,PRPS2,1
,SLC13A4,1
,TFR2,1
,LUC7L2,1
,PRSS58,1
,SPX,1
,TSPAN7,1
,LDHB,1
,ARSH,1
,AKR1B15,1
,MIR4768,1
,SLITRK4,1
,POF1B,1
,FAM47B,1
,OFD1,1
,PRDX4,1
,IGFL4,1
,UBN2,1
,GLA,1
,MOXD2P,1
,KCNQ5,1
,MED14,1
,C1ORF94,1
,TRPV5,1
,GABRQ,1
,SPANXA2-OT1,1
,MYH2,1
,OR2A9P,1
,CT45A2,1
,MIR182,1
,FHL1,1
,LOC285889,1
,ZNF711,1
,TAS2R3,1
,LUZP6,1
,MAGEB6,1
,NRF1,1
,ZNF275,1
,BTK,1
,CXORF21,1
,IDS,1
,TEX13B,1
,TMEM140,1
,MAGEB16,1
,MIR29B1,1
,MIR890,1
,CASP5,1
,PCAT1,1
,ZAN,1
,SYTL4,1
,MIR452,1
,MIR514B,1
,SVEP1,1
,CDY2A,1
,ASAP1,1
,FRMPD4,1
,HPYR1,1
,NGFRAP1,1
,MAGEC1,1
,AMELX,1
,SLA,1
,WDR91,1
,VSIG1,1
,OR6W1P,1
,FST,1
,BEX2,1
,AGO2,1
,FAM9B,1
,CNGA2,1
,PRMT8,1
,TCEAL6,1
,NXF4,1
,RAB9B,1
,SSMEM1,1
,TRAPPC2,1
,SHH,1
,SVOPL,1
,CASP1,1
,TCEANC,1
,SH3BGRL2,1
,MKLN1,1
,XKRX,1
