P06-4428,,,,,,,,,,,
adenocarcinoma,,,,,,,,,,,
prostate,,,,,,,,,,,
,ATAD1,1,,,,,,,,,
,CDC73,1,,,,,,,,,
,CFL1P1,1,,,,,,,,,
,GAL3ST2,1,,,,,,,,,
,HLA-DRB5,1,,,,,,,,,
,HLA-DRB6,1,,,,,,,,,
,IGHV1-8,1,,,,,,,,,
,IGHV2-10,1,,,,,,,,,
,IGHV3-11,1,,,,,,,,,
,IGHV3-9,1,,,,,,,,,
,IKBKB,1,,,,,,,,,
,LCE3C,1,,,,,,,,,
,LOC643373,1,,,,,,,,,
,LOC643784,1,,,,,,,,,
,OR2A7,1,,,,,,,,,
,PAPSS2,1,,,,,,,,,
,RPL31P1,1,,,,,,,,,
,SDHDP6,1,,,,,,,,,
,SIRPB1,1,,,,,,,,,
,VAV2,1,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
