
run MO_1179-Tumor COMB.csv-Mon Aug 18 14:47:47 2014
NADE modulates death signalling,0
Chaperonin-mediated protein folding,7
mRNA Editing: C to U Conversion,0
Vitamin B5 (pantothenate) metabolism,0
Packaging of Eight RNA Segments,0
Inhibition of IFN-beta,0
Acrosome Reaction,0
Telomere C-strand synthesis initiation,1
Defective CUBN causes hereditary megaloblastic anemia 1,8
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),5
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,0
Adaptive Immune System,66
Generation of second messenger molecules,3
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,1
Extracellular matrix organization,24
Defects in cobalamin (B12) metabolism,8
Keratan sulfate degradation,0
Synthesis of PIPs at the late endosome membrane,0
misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling,26
DNA strand elongation,7
vRNA Synthesis,0
Metabolism of serotonin,0
Nef Mediated CD8 Down-regulation,0
HSF1 activation,3
Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE,8
NOSIP mediated eNOS trafficking,0
Innate Immune System,80
FGFR2b ligand binding and activation,2
beta-catenin independent WNT signaling,11
Loss of Function of TGFBR1 in Cancer,6
Metabolism of porphyrins,1
G2 Phase,0
C6 deamination of adenosine,1
ISG15 antiviral mechanism,4
Formation of apoptosome,1
Reactions specific to the hybrid N-glycan synthesis pathway,0
G alpha (12/13) signalling events,7
MyD88 dependent cascade initiated on endosome,5
NGF processing,0
Synthesis of PG,1
CD28 dependent Vav1 pathway,2
Interactions of Rev with host cellular proteins,3
Amino acid transport across the plasma membrane,6
Transmission across Chemical Synapses,16
RORA activates circadian gene expression,5
Insulin processing,4
Activation of Nicotinic Acetylcholine Receptors,2
APOBEC3G mediated resistance to HIV-1 infection,2
TGFBR1 LBD Mutants in Cancer,6
Glutamate Neurotransmitter Release Cycle,3
Transport of Mature mRNA derived from an Intron-Containing Transcript,5
S Phase,15
Loss of Nlp from mitotic centrosomes,3
Cyclin A:Cdk2-associated events at S phase entry,6
Nuclear Pore Complex (NPC) Disassembly,2
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,1
Endogenous sterols,1
Oligomerization of connexins into connexons,0
Disinhibition of SNARE formation,0
Interleukin-7 signaling,0
NOD1/2 Signaling Pathway,3
Interleukin-2 signaling,3
STAT6-mediated induction of chemokines,1
G-protein activation,1
Signaling by Wnt,32
Release of apoptotic factors from the mitochondria,1
Condensation of Prophase Chromosomes,5
ATF6-alpha activates chaperones,0
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,0
Initial triggering of complement,2
ERK2 activation,0
Catecholamine biosynthesis,1
Influenza Virus Induced Apoptosis,0
degradation of DVL,5
Interleukin-6 signaling,2
Cytosolic iron-sulfur cluster assembly,2
Uptake and function of anthrax toxins,0
Estrogen biosynthesis,0
Removal of the Flap Intermediate,4
Deadenylation-dependent mRNA decay,7
Sema3A PAK dependent Axon repulsion,5
"Lipid digestion, mobilization, and transport",4
Transport of the SLBP independent Mature mRNA,2
Transport of Mature mRNAs Derived from Intronless Transcripts,4
Signaling by PDGF,24
A third proteolytic cleavage releases NICD,1
Scavenging by Class B Receptors,0
Signaling by Leptin,0
Alpha-oxidation of phytanate,0
Synthesis of PS,0
Mitotic Metaphase/Anaphase Transition,0
"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds",9
Signaling by TGF-beta Receptor Complex,6
Post-Elongation Processing of the Transcript,6
Membrane Trafficking,24
Breakdown of the nuclear lamina,1
p53-Independent G1/S DNA damage checkpoint,5
Processive synthesis on the lagging strand,4
Binding and entry of HIV virion,1
Signaling by FGFR1 fusion mutants,1
S6K1 signalling,0
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,0
HDACs deacetylate histones,11
Oxidative Stress Induced Senescence,6
Glycolysis,2
Advanced glycosylation endproduct receptor signaling,1
Interactions of Vpr with host cellular proteins,3
Transport of Ribonucleoproteins into the Host Nucleus,2
Coenzyme A biosynthesis,0
regulation of FZD by ubiquitination,2
APC/C:Cdc20 mediated degradation of mitotic proteins,7
IRF3-mediated induction of type I IFN,4
Toxicity of botulinum toxin type G (BoNT/G),0
Synthesis of CL,0
Nicotinate metabolism,2
TRKA activation by NGF,0
TWIK related potassium channel (TREK),1
Acyl chain remodelling of PC,1
Clathrin derived vesicle budding,5
Triglyceride Biosynthesis,3
Pre-NOTCH Expression and Processing,4
CDT1 association with the CDC6:ORC:origin complex,4
p130Cas linkage to MAPK signaling for integrins,0
Processing of Intronless Pre-mRNAs,2
Thromboxane signalling through TP receptor,1
Regulation of gene expression by Hypoxia-inducible Factor,1
HuR stabilizes mRNA,2
Signal amplification,1
DNA Replication Pre-Initiation,8
XBP1(S) activates chaperone genes,9
Regulation of ornithine decarboxylase (ODC),5
"Activation, myristolyation of BID and translocation to mitochondria",1
Localization of the PINCH-ILK-PARVIN complex to focal adhesions,0
Sodium-coupled phosphate cotransporters,1
Lysosome Vesicle Biogenesis,1
betaKlotho-mediated ligand binding,2
SUMOylation,0
Toxicity of botulinum toxin type E (BoNT/E),1
Lysine catabolism,1
Glycerophospholipid biosynthesis,6
Fcgamma receptor (FCGR) dependent phagocytosis,17
Signaling by FGFR4 mutants,1
Homologous recombination repair of replication-independent double-strand breaks,2
Downregulation of ERBB4 signaling,0
ERKs are inactivated,1
Cytosolic sulfonation of small molecules,2
Apoptotic execution  phase,6
Chromatin modifying enzymes,22
Formyl peptide receptors bind formyl peptides and many other ligands,0
Transcriptional  activation of  cell cycle inhibitor p21,1
RNA Polymerase II Transcription Initiation And Promoter Clearance,1
Insulin receptor signalling cascade,12
NFG and proNGF binds to p75NTR,0
Class II GLUTs,0
RNA Polymerase III Transcription Initiation,5
