
run MO_1162-Tumor COMB.csv-Mon Aug 18 14:47:43 2014
NADE modulates death signalling,0
Chaperonin-mediated protein folding,4
mRNA Editing: C to U Conversion,0
Vitamin B5 (pantothenate) metabolism,0
Packaging of Eight RNA Segments,0
Inhibition of IFN-beta,0
Acrosome Reaction,0
Telomere C-strand synthesis initiation,0
Defective CUBN causes hereditary megaloblastic anemia 1,8
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),4
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,0
Adaptive Immune System,39
Generation of second messenger molecules,2
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,1
Extracellular matrix organization,23
Defects in cobalamin (B12) metabolism,8
Keratan sulfate degradation,4
Synthesis of PIPs at the late endosome membrane,1
misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling,10
DNA strand elongation,2
vRNA Synthesis,0
Metabolism of serotonin,0
Nef Mediated CD8 Down-regulation,1
HSF1 activation,2
Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE,8
NOSIP mediated eNOS trafficking,0
Innate Immune System,32
FGFR2b ligand binding and activation,1
beta-catenin independent WNT signaling,5
Loss of Function of TGFBR1 in Cancer,10
Metabolism of porphyrins,0
G2 Phase,0
C6 deamination of adenosine,1
ISG15 antiviral mechanism,4
Formation of apoptosome,0
Reactions specific to the hybrid N-glycan synthesis pathway,0
G alpha (12/13) signalling events,6
MyD88 dependent cascade initiated on endosome,5
NGF processing,1
Synthesis of PG,1
CD28 dependent Vav1 pathway,1
Interactions of Rev with host cellular proteins,2
Amino acid transport across the plasma membrane,1
Transmission across Chemical Synapses,13
RORA activates circadian gene expression,1
Insulin processing,0
Activation of Nicotinic Acetylcholine Receptors,3
APOBEC3G mediated resistance to HIV-1 infection,0
TGFBR1 LBD Mutants in Cancer,10
Glutamate Neurotransmitter Release Cycle,2
Transport of Mature mRNA derived from an Intron-Containing Transcript,3
S Phase,10
Loss of Nlp from mitotic centrosomes,3
Cyclin A:Cdk2-associated events at S phase entry,6
Nuclear Pore Complex (NPC) Disassembly,2
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,2
Endogenous sterols,1
Oligomerization of connexins into connexons,0
Disinhibition of SNARE formation,0
Interleukin-7 signaling,0
NOD1/2 Signaling Pathway,2
Interleukin-2 signaling,1
STAT6-mediated induction of chemokines,0
G-protein activation,0
Signaling by Wnt,12
Release of apoptotic factors from the mitochondria,0
Condensation of Prophase Chromosomes,3
ATF6-alpha activates chaperones,2
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,1
Initial triggering of complement,0
ERK2 activation,0
Catecholamine biosynthesis,0
Influenza Virus Induced Apoptosis,0
degradation of DVL,4
Interleukin-6 signaling,2
