
run MO_1221-Tumor COMB.csv-Mon Aug 18 14:47:55 2014
NADE modulates death signalling,2
Chaperonin-mediated protein folding,4
mRNA Editing: C to U Conversion,0
Vitamin B5 (pantothenate) metabolism,4
Packaging of Eight RNA Segments,0
Inhibition of IFN-beta,0
Acrosome Reaction,0
Telomere C-strand synthesis initiation,0
Defective CUBN causes hereditary megaloblastic anemia 1,7
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),5
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,0
Adaptive Immune System,50
Generation of second messenger molecules,2
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,0
Extracellular matrix organization,21
Defects in cobalamin (B12) metabolism,7
Keratan sulfate degradation,0
Synthesis of PIPs at the late endosome membrane,1
misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling,14
DNA strand elongation,1
vRNA Synthesis,0
Metabolism of serotonin,0
Nef Mediated CD8 Down-regulation,0
HSF1 activation,0
Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE,7
NOSIP mediated eNOS trafficking,0
Innate Immune System,39
FGFR2b ligand binding and activation,0
beta-catenin independent WNT signaling,18
Loss of Function of TGFBR1 in Cancer,3
Metabolism of porphyrins,0
G2 Phase,0
C6 deamination of adenosine,2
ISG15 antiviral mechanism,7
Formation of apoptosome,0
Reactions specific to the hybrid N-glycan synthesis pathway,0
G alpha (12/13) signalling events,6
MyD88 dependent cascade initiated on endosome,5
NGF processing,0
Synthesis of PG,1
CD28 dependent Vav1 pathway,2
Interactions of Rev with host cellular proteins,4
Amino acid transport across the plasma membrane,2
Transmission across Chemical Synapses,19
RORA activates circadian gene expression,1
Insulin processing,1
Activation of Nicotinic Acetylcholine Receptors,1
APOBEC3G mediated resistance to HIV-1 infection,0
TGFBR1 LBD Mutants in Cancer,3
Glutamate Neurotransmitter Release Cycle,1
Transport of Mature mRNA derived from an Intron-Containing Transcript,5
S Phase,6
Loss of Nlp from mitotic centrosomes,2
Cyclin A:Cdk2-associated events at S phase entry,5
Nuclear Pore Complex (NPC) Disassembly,3
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,0
Endogenous sterols,0
Oligomerization of connexins into connexons,0
Disinhibition of SNARE formation,1
Interleukin-7 signaling,0
NOD1/2 Signaling Pathway,2
Interleukin-2 signaling,3
STAT6-mediated induction of chemokines,0
G-protein activation,1
Signaling by Wnt,27
Release of apoptotic factors from the mitochondria,0
Condensation of Prophase Chromosomes,1
ATF6-alpha activates chaperones,0
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,1
Initial triggering of complement,1
ERK2 activation,0
Catecholamine biosynthesis,0
Influenza Virus Induced Apoptosis,0
degradation of DVL,4
Interleukin-6 signaling,2
Cytosolic iron-sulfur cluster assembly,1
Uptake and function of anthrax toxins,1
Estrogen biosynthesis,0
Removal of the Flap Intermediate,1
Deadenylation-dependent mRNA decay,4
Sema3A PAK dependent Axon repulsion,1
"Lipid digestion, mobilization, and transport",1
Transport of the SLBP independent Mature mRNA,3
Transport of Mature mRNAs Derived from Intronless Transcripts,3
Signaling by PDGF,12
A third proteolytic cleavage releases NICD,1
Scavenging by Class B Receptors,0
Signaling by Leptin,2
Alpha-oxidation of phytanate,0
Synthesis of PS,0
Mitotic Metaphase/Anaphase Transition,0
"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds",5
Signaling by TGF-beta Receptor Complex,3
Post-Elongation Processing of the Transcript,4
Membrane Trafficking,14
Breakdown of the nuclear lamina,1
p53-Independent G1/S DNA damage checkpoint,4
Processive synthesis on the lagging strand,1
Binding and entry of HIV virion,0
Signaling by FGFR1 fusion mutants,1
S6K1 signalling,1
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,0
HDACs deacetylate histones,2
Oxidative Stress Induced Senescence,6
Glycolysis,0
Advanced glycosylation endproduct receptor signaling,1
Interactions of Vpr with host cellular proteins,2
Transport of Ribonucleoproteins into the Host Nucleus,3
Coenzyme A biosynthesis,3
regulation of FZD by ubiquitination,1
APC/C:Cdc20 mediated degradation of mitotic proteins,10
IRF3-mediated induction of type I IFN,1
Toxicity of botulinum toxin type G (BoNT/G),0
Synthesis of CL,0
Nicotinate metabolism,1
TRKA activation by NGF,0
TWIK related potassium channel (TREK),0
Acyl chain remodelling of PC,0
Clathrin derived vesicle budding,4
Triglyceride Biosynthesis,1
Pre-NOTCH Expression and Processing,4
CDT1 association with the CDC6:ORC:origin complex,4
p130Cas linkage to MAPK signaling for integrins,1
Processing of Intronless Pre-mRNAs,0
Thromboxane signalling through TP receptor,2
Regulation of gene expression by Hypoxia-inducible Factor,1
HuR stabilizes mRNA,1
Signal amplification,2
DNA Replication Pre-Initiation,4
XBP1(S) activates chaperone genes,4
Regulation of ornithine decarboxylase (ODC),5
"Activation, myristolyation of BID and translocation to mitochondria",0
Localization of the PINCH-ILK-PARVIN complex to focal adhesions,0
Sodium-coupled phosphate cotransporters,1
Lysosome Vesicle Biogenesis,1
betaKlotho-mediated ligand binding,1
SUMOylation,1
Toxicity of botulinum toxin type E (BoNT/E),1
Lysine catabolism,0
Glycerophospholipid biosynthesis,3
Fcgamma receptor (FCGR) dependent phagocytosis,7
Signaling by FGFR4 mutants,1
Homologous recombination repair of replication-independent double-strand breaks,1
Downregulation of ERBB4 signaling,0
ERKs are inactivated,1
Cytosolic sulfonation of small molecules,2
Apoptotic execution  phase,2
Chromatin modifying enzymes,9
Formyl peptide receptors bind formyl peptides and many other ligands,0
Transcriptional  activation of  cell cycle inhibitor p21,0
RNA Polymerase II Transcription Initiation And Promoter Clearance,1
Insulin receptor signalling cascade,11
NFG and proNGF binds to p75NTR,1
Class II GLUTs,0
RNA Polymerase III Transcription Initiation,3
Metabolism of proteins,44
Amino acid synthesis and interconversion (transamination),1
Interaction With The Zona Pellucida,1
WNT ligand secretion is abrogated by the PORCN inhibitor LGK974,3
MPS IV - Morquio syndrome A,10
MAPK targets/ Nuclear events mediated by MAP kinases,2
RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways,2
TNF signaling,0
Free fatty acids regulate insulin secretion,0
Assembly of the ORC complex at the origin of replication,0
ADP signalling through P2Y purinoceptor 12,1
Extrinsic Pathway for Apoptosis,1
Metabolism,91
Regulation of gap junction activity,0
Beta oxidation of octanoyl-CoA to hexanoyl-CoA,1
Ras activation uopn Ca2+ infux through NMDA receptor,3
misspliced GSK3beta mutants stabilize beta-catenin,7
Toxicity of botulinum toxin type D (BoNT/D),1
Nef and signal transduction,2
Dopamine Neurotransmitter Release Cycle,1
PLCG1 events in ERBB2 signaling,2
Synthesis of 12-eicosatetraenoic acid derivatives,0
Apoptotic cleavage of cell adhesion  proteins,0
Sulfide oxidation to sulfate,1
Signaling by NODAL,1
Inhibition of Host mRNA Processing and RNA Silencing,0
Signalling to RAS,3
Purine metabolism,2
Signaling by BMP,2
Peptide hormone metabolism,5
G alpha (s) signalling events,6
Activation of BIM and translocation to mitochondria,0
"Unblocking of NMDA receptor, glutamate binding and activation",4
TRAF6 mediated NF-kB activation,2
PI3K/AKT Signaling in Cancer,9
Transcription from mitochondrial promoters,0
Release of eIF4E,2
Purine salvage,1
Regulation by c-FLIP,1
Dimerization of procaspase-8,1
eNOS activation and regulation,0
Potassium transport channels,1
Defects in vitamin and cofactor metabolism,7
DAG and IP3 signaling,2
Regulation of AMPK activity via LKB1,2
Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,0
Transcription-coupled NER (TC-NER),0
TGFBR2 MSI Frameshift Mutants in Cancer,3
Signalling by NGF,21
Signaling by EGFR,15
Type II Na+/Pi cotransporters,1
Transmembrane transport of small molecules,40
Synthesis of substrates in N-glycan biosythesis,4
Detoxification of Reactive Oxygen Species,3
Enzymatic degradation of Dopamine by monoamine oxidase,0
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,1
Synthesis of 15-eicosatetraenoic acid derivatives,0
Astrocytic Glutamate-Glutamine Uptake And Metabolism,0
APC truncation mutants are not K63 polyubiquitinated,7
Trafficking of GluR2-containing AMPA receptors,2
Response of Mtb to phagocytosis,0
Nuclear Envelope Breakdown,5
Molybdenum cofactor biosynthesis,0
Translesion synthesis by DNA polymerases bypassing lesion on DNA template,0
Activated NOTCH1 Transmits Signal to the Nucleus,2
Ubiquitin-dependent degradation of Cyclin D1,4
AMPK inhibits chREBP transcriptional activation activity,0
Vitamin D (calciferol) metabolism,0
RNA Polymerase I Promoter Opening,0
Prostanoid ligand receptors,0
Inhibition of Interferon Synthesis,0
Ionotropic activity of Kainate Receptors,0
Meiosis,2
Gap junction assembly,0
Opioid Signalling,5
Integration of energy metabolism,5
Synthesis of PE,2
MPS I - Hurler syndrome,10
Cholesterol biosynthesis,2
Recycling of bile acids and salts,2
Polymerase switching,0
Aquaporin-mediated transport,3
Activated TLR4 signalling,6
Ficolins bind to repetitive carbohydrate structures on the target cell surface,1
Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks,0
Anchoring fibril formation,0
Lectin pathway of complement activation,1
Displacement of DNA glycosylase by  APE1,0
Loss of proteins required for interphase microtubule organizationÂ from the centrosome,2
Signaling by ERBB2,13
binding of TCF/LEF:CTNNB1 to target gene promoters,2
Metabolism of nitric oxide,0
Fibronectin matrix formation,0
Amplification of signal from the kinetochores,1
Resolution of Abasic Sites (AP sites),0
FGFR1c ligand binding and activation,1
Urea cycle,0
Fructose catabolism,0
Platelet sensitization by LDL,1
ATF4 activates genes,0
Termination of O-glycan biosynthesis,2
Bicarbonate transporters,0
Common Pathway,0
Rhesus glycoproteins mediate ammonium transport.,0
Metal ion SLC transporters,2
Minus-strand DNA synthesis,0
Depolymerisation of the Nuclear Lamina,3
Regulation of Complement cascade,0
T41 mutants of beta-catenin aren't phosphorylated,7
Intrinsic Pathway,1
Transport and synthesis of PAPS,2
Signaling by FGFR mutants,4
Metabolism of folate and pterines,0
PKB-mediated events,4
Meiotic recombination,1
Phospholipase C-mediated cascade,5
Phagosomal maturation (early endosomal stage),3
Adenylate cyclase inhibitory pathway,1
Axonal growth stimulation,2
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",2
TCF7L2 mutants don't bind CTBP,7
Regulatory RNA pathways,1
Notch-HLH transcription pathway,1
FBXW7 Mutants and NOTCH1 in Cancer,3
Cell-extracellular matrix interactions,1
Ca-dependent events,2
Platelet Aggregation (Plug Formation),4
Phenylalanine and tyrosine catabolism,1
Activation of Matrix Metalloproteinases,2
SLC-mediated transmembrane transport,15
Signaling by Interleukins,9
GPCR ligand binding,22
G1/S Transition,6
Organelle biogenesis and maintenance,2
Clearance of Nuclear Envelope Membranes from Chromatin,1
mTOR signalling,4
Synthesis of PIPs at the Golgi membrane,1
Linoleic acid (LA) metabolism,0
mRNA Editing,2
Ca2+ pathway,9
Sodium/Proton exchangers,0
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,3
Activation of BH3-only proteins,1
Activation of PUMA and translocation to mitochondria,0
RNA Polymerase II HIV Promoter Escape,1
Processing and activation of SUMO,1
p38MAPK events,0
Voltage gated Potassium channels,1
Activation of CaMK IV,0
Activation of ATR in response to replication stress,1
Toll Like Receptor 10 (TLR10) Cascade,5
Reversal of Alkylation Damage By DNA Dioxygenases,0
Inositol transporters,1
VEGFA-VEGFR2 Pathway,11
Phosphorylation of Emi1,1
Hedgehog ligand biogenesis,7
Metabolism of mRNA,15
Dermatan sulfate biosynthesis,0
Heparan sulfate/heparin (HS-GAG) metabolism,5
CREB phosphorylation through the activation of CaMKK,0
MEK activation,0
Interferon Signaling,12
FGFR1c and Klotho ligand binding and activation,1
MPS II - Hunter syndrome,10
mRNA Splicing - Minor Pathway,3
S33 mutants of beta-catenin aren't phosphorylated,7
Stimulation of the cell death response by PAK-2p34,0
Crosslinking of collagen fibrils,0
Integration of viral DNA into host genomic DNA,0
Scavenging by Class F Receptors,0
disassembly of the destruction complex and recruitment of AXIN to the membrane,1
Norepinephrine Neurotransmitter Release Cycle,1
Integrin alphaIIb beta3 signaling,4
Utilization of Ketone Bodies,0
Metabolism of amino acids and derivatives,15
Generic Transcription Pathway,18
Export of Viral Ribonucleoproteins from Nucleus,2
Pre-NOTCH Processing in Golgi,2
Synthesis and interconversion of nucleotide di- and triphosphates,2
