
run MO_1232-Tumor COMB.csv-Mon Aug 18 14:47:57 2014
NADE modulates death signalling,1
Chaperonin-mediated protein folding,6
mRNA Editing: C to U Conversion,0
Vitamin B5 (pantothenate) metabolism,0
Packaging of Eight RNA Segments,0
Inhibition of IFN-beta,0
Acrosome Reaction,0
Telomere C-strand synthesis initiation,0
Defective CUBN causes hereditary megaloblastic anemia 1,4
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),4
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,0
Adaptive Immune System,30
Generation of second messenger molecules,1
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,0
Extracellular matrix organization,16
Defects in cobalamin (B12) metabolism,4
Keratan sulfate degradation,0
Synthesis of PIPs at the late endosome membrane,0
misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling,14
DNA strand elongation,2
vRNA Synthesis,0
Metabolism of serotonin,1
Nef Mediated CD8 Down-regulation,0
HSF1 activation,6
Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE,4
NOSIP mediated eNOS trafficking,1
Innate Immune System,29
FGFR2b ligand binding and activation,0
beta-catenin independent WNT signaling,7
Loss of Function of TGFBR1 in Cancer,4
Metabolism of porphyrins,1
G2 Phase,0
C6 deamination of adenosine,1
ISG15 antiviral mechanism,1
Formation of apoptosome,0
Reactions specific to the hybrid N-glycan synthesis pathway,0
G alpha (12/13) signalling events,3
MyD88 dependent cascade initiated on endosome,2
NGF processing,0
Synthesis of PG,0
CD28 dependent Vav1 pathway,0
Interactions of Rev with host cellular proteins,0
Amino acid transport across the plasma membrane,1
Transmission across Chemical Synapses,9
RORA activates circadian gene expression,2
Insulin processing,3
Activation of Nicotinic Acetylcholine Receptors,0
APOBEC3G mediated resistance to HIV-1 infection,0
TGFBR1 LBD Mutants in Cancer,4
Glutamate Neurotransmitter Release Cycle,1
Transport of Mature mRNA derived from an Intron-Containing Transcript,2
S Phase,10
Loss of Nlp from mitotic centrosomes,5
Cyclin A:Cdk2-associated events at S phase entry,6
Nuclear Pore Complex (NPC) Disassembly,1
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,0
Endogenous sterols,2
Oligomerization of connexins into connexons,0
Disinhibition of SNARE formation,0
Interleukin-7 signaling,0
NOD1/2 Signaling Pathway,1
Interleukin-2 signaling,2
STAT6-mediated induction of chemokines,0
G-protein activation,0
Signaling by Wnt,19
Release of apoptotic factors from the mitochondria,0
Condensation of Prophase Chromosomes,3
ATF6-alpha activates chaperones,0
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,0
Initial triggering of complement,1
ERK2 activation,0
Catecholamine biosynthesis,0
Influenza Virus Induced Apoptosis,0
degradation of DVL,5
Interleukin-6 signaling,0
Cytosolic iron-sulfur cluster assembly,0
Uptake and function of anthrax toxins,0
Estrogen biosynthesis,0
Removal of the Flap Intermediate,0
Deadenylation-dependent mRNA decay,4
Sema3A PAK dependent Axon repulsion,0
"Lipid digestion, mobilization, and transport",2
Transport of the SLBP independent Mature mRNA,0
Transport of Mature mRNAs Derived from Intronless Transcripts,2
Signaling by PDGF,10
A third proteolytic cleavage releases NICD,1
Scavenging by Class B Receptors,0
Signaling by Leptin,2
Alpha-oxidation of phytanate,0
Synthesis of PS,0
Mitotic Metaphase/Anaphase Transition,0
"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds",8
Signaling by TGF-beta Receptor Complex,4
Post-Elongation Processing of the Transcript,3
Membrane Trafficking,10
Breakdown of the nuclear lamina,1
p53-Independent G1/S DNA damage checkpoint,5
Processive synthesis on the lagging strand,0
Binding and entry of HIV virion,0
Signaling by FGFR1 fusion mutants,3
S6K1 signalling,0
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,0
HDACs deacetylate histones,3
Oxidative Stress Induced Senescence,2
Glycolysis,1
Advanced glycosylation endproduct receptor signaling,1
Interactions of Vpr with host cellular proteins,0
Transport of Ribonucleoproteins into the Host Nucleus,0
Coenzyme A biosynthesis,0
regulation of FZD by ubiquitination,1
APC/C:Cdc20 mediated degradation of mitotic proteins,5
IRF3-mediated induction of type I IFN,1
Toxicity of botulinum toxin type G (BoNT/G),0
Synthesis of CL,0
Nicotinate metabolism,3
TRKA activation by NGF,0
TWIK related potassium channel (TREK),1
